ImpactID,LocationID,Classification_Key,ISO,Total_Deaths,No_Injured,No_Affected,No_Homeless,Total_Affected
cee29cf0a7f09416a058ebdeed8ac89d,f4e37e86b9bbed88026217c7b1374020,nat-hyd-flo-riv,CAN,,,500.0,,500.0
b0d8cb204a10af50f66a00ed43807085,68b5f8aee1b929a1c215afdbddf14fe9,nat-hyd-flo-riv,USA,8.0,,100.0,,100.0
b3074efb5023267f6952e5aecec4b8c6,1b380ca2b8b0e7b010f846f2d3528b5d,nat-hyd-flo-riv,USA,8.0,,5000.0,,5000.0
010d7b76b69ebcfedd3d7bd845872f73,b0345d5156ee806c94a6dcd76da145e1,nat-hyd-flo-fla,USA,4.0,,120.0,,120.0
96781c9aa0fa886c7911fdfb065e1655,d24d8561a6cc974af9f3ed2505e69993,nat-hyd-flo-riv,USA,10.0,,750.0,,750.0
e3623bca0e7d39b33714f75d40e41259,2bb4f463331b77648a9f7a4204751d72,nat-cli-wil-for,USA,,,,768.0,768.0
a356f2ea4762a926a7262dbff645f1b5,9765de2deef41970b03d073855db0724,nat-met-sto-tro,USA,7.0,,,,
def7ab912fefada57dba7faaf63724db,d8cf4223fb2b2554266cb5ecc54952e2,nat-hyd-flo-riv,USA,26.0,40.0,2800.0,,2840.0
59d0559f78d93043b54ac9d0a9cfa75f,54468aa7e43591652bd3c19ed855676a,nat-cli-wil-lan,USA,8.0,64.0,640000.0,,640064.0
37b4afb760fcfb1f53b9f854ca39b199,eba5f1b2d79ba0166d65e226293a9387,nat-cli-wil-for,USA,,,10000.0,159.0,10159.0
f7e8dec458bf334683ea4b1eb494e455,6a399b59daf6aca03d3daecac225189d,nat-met-sto-sto,USA,17.0,28.0,1100.0,,1128.0
eebacf367e99ca236c60bd405893f6c7,7cdaeceabac736272ba31b062980fc68,nat-met-sto-sto,CAN,4.0,,,,
121195ddc4443ea46ab03ba01c381d68,7e24e06b2ed434e58a6d7a10bde9af9f,nat-met-sto-sto,USA,22.0,,,,
d54c9611f4e90c34bd73d16667c02379,7a1c76cc63416a024ad79ce87e8ce0ca,nat-met-sto-sto,USA,24.0,2.0,,,2.0
5dbc95d81649d22180112622de7231ab,3b30b784c03aec0e8887aea57022fad8,nat-met-sto-tor,USA,12.0,40.0,,,40.0
ab5e04758c920f0c5d3375d47f9787a0,36f621b889924e576b188f9444941368,nat-met-sto-sto,USA,23.0,,,,
513dc1ee3f1746d920e7d4f0fe4a1388,b8290817d27329dd8dcfed4a7cb79f9f,nat-met-sto-sto,USA,4.0,27.0,,,27.0
3a0fa6bee4872a9f25931031c77f7363,3376e558a5ee11cd520da9b6f82e2aaf,nat-met-sto-sto,USA,5.0,,,,
54c82978bf99035807bad015e6686afb,0db346881889745a86421ab417c5d3e4,nat-hyd-flo-riv,USA,2.0,,1500.0,,1500.0
5a6b032099bec89c31d33db0daa39c82,24c624409eb227701e268f551c5e43e6,nat-met-sto-tor,USA,59.0,150.0,,,150.0
02be3974bfd22336888c6c0523338e0e,e436b2584da0d74882d6d2112dc071db,nat-geo-ear-gro,USA,,3.0,2100.0,,2103.0
717b65aa303291e2e6c2389a15276114,69db845d13f31820e859d62de218c4a3,nat-met-sto-tor,USA,2.0,27.0,150.0,,177.0
7da9b938aa0cdffb77e889404987aa6f,cd09ad30433c4e0231deeeb467a09e97,nat-hyd-flo-riv,USA,18.0,,1000.0,,1000.0
9aae745829c148025fd5726a212c120e,7fde4ecb8321360e5362a7d1228e0779,nat-hyd-flo-riv,CAN,,,400.0,,400.0
c78cfa8db331d1b63a89a61cfd9090d0,ccfba0890a0c24b9ada73b8892c8b634,nat-met-sto-tor,USA,22.0,150.0,,,150.0
c234e4082fcc2c7f07d8a8692d123520,97a3124c09661d547cf5610d837d15de,nat-met-sto-tor,USA,7.0,70.0,,,70.0
96b130cfff5bb3b68befd255a99240d4,083f22be571aaad4489547fc6a01cb9d,nat-cli-wil-for,USA,1.0,,,300.0,300.0
1958f16b862391ef4685244d77aca7f9,29902366769061e78fb607d0440ade36,nat-hyd-flo-riv,CAN,,,2000.0,,2000.0
de098fa2fc158fc21bbe61cc1ffcd1ce,a59e2dfcba82046c7f65983b6074e43f,nat-met-sto-tro,USA,,,,,
5338a235135878436375a757caec7cef,8527402ca9a4d1f83181d71f0dce3f53,nat-met-sto-tro,USA,12.0,,400.0,,400.0
1cd57e48149b40940dadc2f1009c9e07,d6853d3d1ae2bd8f0547be6f2356eee7,nat-met-sto-tro,USA,43.0,,2100000.0,,2100000.0
de376fdcd4a2ec4c1eced63fb3307264,03c504ea890fb81329ff8b161d76ec11,nat-met-sto-tro,USA,7.0,,,,
9b79637463663f5136488f42d60b429d,9f606dd41fcca8e5bc75dace5369fb32,nat-met-sto-tro,USA,82.0,,200000.0,,200000.0
962410770d00a1eacaecdf1a7fdc4075,b876087a5d892dfe47e20129da5d31c9,nat-cli-wil-wil,USA,,20.0,55000.0,,55020.0
149e617fa030e127144ce40f4c2493a5,857b3fd7a7b2e3eeb0d85756514c18c8,nat-met-ext-sev,USA,,,,,
9f104e2e852cfbc4e887402ca3951ec5,aa820ab04dc87526ab6a546350055440,nat-met-sto-tor,USA,4.0,,,,
0f8bba7ba05915c3416a2145c3d633fd,4868f3fe66c9c5aa550f2ff72fbcc464,nat-met-sto-ext,USA,12.0,,,,
a841b8432160d3c6d7c12a3a43a4acb0,8f628f5958f0c921c74b38a07b448b72,nat-met-sto-tor,USA,3.0,,,,
a5c3f0f6abf63b502e2618b0a12a37dd,dace50cf686e65ac2ee1ce7519f1bc35,nat-hyd-flo-riv,USA,24.0,148.0,11000000.0,,11000148.0
d48d4a931d202b5677b2d5d23c870961,5893f2ebc2ba5f5fa3051fcc0ac27fe7,nat-hyd-flo-riv,USA,,,30000.0,,30000.0
8da7932d6cdb5b4000718db607bad3a6,452b2240445f7d869e9ed099a73b3eae,nat-met-sto-tor,USA,,200.0,,,200.0
7f8ef90a7222563fa08e6bdbeb2cfd52,e4d409f73c6117395372fba87c199874,nat-met-sto-bli,USA,5.0,,,,
fe8abc41cfe9cb4ada94f6b62c3e422b,1c9f3c5c2c9061e71a4ff03256e448b3,nat-met-ext-col,USA,58.0,,,,
c5a4bca02c92592fc0c02d074c937d17,9ed423ca9540029ff4578cac6e9b6d4d,nat-hyd-flo-riv,USA,2.0,60.0,5000.0,,5060.0
0762f4addf3b5b4627d4f1c1426d48db,6dd8cd40b7f5a1cff89901e6e2f3da7c,nat-met-sto-tor,USA,9.0,72.0,750.0,,822.0
7e6d54461d7fd7cd60f5a4386c30eeed,37c36f5174b8a2ff8ebba7038c05da5c,nat-cli-wil-lan,USA,,29.0,,234.0,263.0
785d26663e6f3677905be252c4dc5390,d84637acf78d95bda1810eb134a0fe32,nat-hyd-flo-riv,USA,,,,900.0,900.0
98a0b595f87835e888a214c98e841091,9ad1888bd6e13229abe90e7af6a06ac5,nat-hyd-flo-riv,CAN,,,200.0,,200.0
5e763eacd92e29effdc51d2a2ea03d53,6dab3f46a54553c8c1ba065f296ca031,nat-hyd-flo-riv,USA,,,1000.0,,1000.0
735f71b8f457fe01ad1bb62a3f09b77b,c394009d8c2434c82be6a483e21a6ea0,nat-met-sto-sev,USA,6.0,,,,
edf3428d95b1d90d43a3b8552ba14fae,1bb79343bb7b2f9ded18c076d0404218,nat-met-sto-tor,USA,16.0,50.0,,,50.0
5f680a4f6b9a795f4c810417cefbebfd,97bbfafd264aa0103b26f41893119269,nat-met-sto-tro,CAN,,3.0,,,3.0
3fcccbd417160ebb6f538e92ab1cc679,c846524cce641d3e6fc0f0d153ef6de5,nat-met-sto-tro,USA,3.0,9.0,,,9.0
caabe23780e8300c630320c28da45aab,7a48a5ca51d39a5176b40fbb7d494bee,nat-cli-wil-lan,USA,2.0,,,192.0,192.0
549c711471baf3147c39c4bff158a967,3b16ea6e2e28e3ce639a9515f6a71d9a,nat-hyd-flo-riv,USA,9.0,,3000.0,,3000.0
380648fd208c4a48e515ed679bac1904,3b5cfa4601a70e5e64570fca45d49fb8,nat-met-sto-tro,USA,6.0,,,,
d2b00f2940c8b1ac6962d06cf3d3ee80,c47f0b03e0050cadb22b707d81f7c205,nat-met-sto-bli,USA,19.0,,,,
a77a85725019517e71a28a14213cb4ae,d72d0c2a2cf1082b5e24ee3847073e61,nat-met-sto-tor,USA,1.0,2.0,,,2.0
3b5400f6e958507b83d79bc89651550e,ef6a2ca4c40c99092e2b634b0669d055,nat-met-sto-sev,USA,1.0,,,,
eaaa270e63d0e2436ad2c0c5c2660066,ea5195fe4ba3a4aa9f843ef23110d949,nat-met-sto-tor,USA,7.0,,,,
39821bb2bbdc0cfb0c2ea7b323818ddc,1f831374ca88edb3b759cf3760b14bf6,nat-met-sto-sev,CAN,2.0,,,,
9b1a3dab2671ee21d6dae6b2e9950072,dd081ca770d391f95f88a2859bcad86a,nat-met-sto-lig,USA,6.0,25.0,,,25.0
94b461b5ed53fe5587e0f72211a474b4,9ec780ee99007812bcaa61a4e4f5aaf7,nat-geo-ear-gro,USA,,30.0,600.0,,630.0
b3a03a19c862082c01cf17115e3fbe79,f2a0bf2fdab7e42c0b88cac57aaed3ee,nat-met-sto-bli,USA,2.0,,,,
30f9eb9e2c2d24dcd239b10ae907cd49,416ddf240b6ae197ba65576f715073fb,nat-met-sto-bli,USA,1.0,,,,
eaad3bafb2789829e27ce513a7ad929e,dd3ff8d2fca34012c1b1e5a051c5918e,nat-hyd-flo-riv,USA,,,,,
841b84d0670be45a234c791d290e0ec1,59890c860f3b94164a97f38b168ade83,nat-met-sto-tor,USA,12.0,70.0,2700.0,,2770.0
047376e7a14fcf43f630f45bf9cab986,02302835bcff622c0d5135f59f42160a,nat-met-sto-sev,USA,30.0,,8000.0,,8000.0
dbd261874f49c30c05de4480ef477436,35c1366a25368508cfee14fb2697f767,nat-met-sto-tor,USA,5.0,58.0,,,58.0
af75a660dd904332382f73c952cea9c6,5f104a87734a60cfbcbbde1305b55951,nat-hyd-flo-riv,USA,20.0,,,,
5dbcd2ccfc266616bd3661d5e3daabae,1aadcff93b7ca2aacb5fc881e77a6984,nat-met-sto-tro,USA,1.0,,,,
f93108e095c1b9931698ed65539c0527,d3ba5c2881c151d919de91b31db083ed,nat-met-sto-tro,USA,8.0,,,,
2f6bf83a1b55a5f7551e4bd0851a1055,653df0e8062b5d3ba597566e3344ad33,nat-met-sto-sto,USA,11.0,,,,
e66d2434ed3c418a2f85aeea1b6b9b37,2022bae6e46068a3b896018fea456123,nat-hyd-flo-riv,USA,,,1000.0,,1000.0
268854540539ff92eef5fbd58d919baa,a9ce80a026e8712c69b704b67943eece,nat-met-sto-bli,CAN,,,,,
f33187677f4786add38d7dfe3a1be946,02169e53670050829f8d206b3b9158d5,nat-met-sto-bli,USA,,,,,
81a3b07afd8e18f065ad7163bae18aea,cc67ef58c756336976ed79e35ec061f9,nat-met-sto-tor,USA,8.0,13.0,,,13.0
e949e89534572b4b85555cd2393d74e7,58ab4ad678770b2770cfb8b928625b86,nat-met-sto-lig,USA,20.0,100.0,,,100.0
04699ec4db7565b34fe59300cce4dc4c,2ce92507919038ee68577ca7a6a859ac,nat-met-sto-sev,USA,20.0,,,,
0d685e3e0037d81314e2f33ab25df01d,92566edef915db64a751fb531694b0f3,nat-met-sto-bli,USA,39.0,,,,
aea0f6042759963dbf9392eb271e98aa,126e6e64dd7dae1cb15de8bbbadf5067,nat-hyd-flo-riv,CAN,5.0,,2000.0,,2000.0
d37c20556a659c997057a38658f88e4a,6015836b0ce5ecd03a257330365edff6,nat-met-sto-tor,USA,46.0,43.0,,,43.0
f014aae1d42ab46c6021e25e2c7654a6,d3ba5c2881c151d919de91b31db083ed,nat-cli-wil-lan,USA,2.0,5.0,,1300.0,1305.0
76a1974b95ca4a4fa10c417159f253ec,2569bbd54ef5d05f79b524ce4173be2f,nat-met-sto-tor,USA,354.0,2200.0,,15000.0,17200.0
a4da5c9663ee3cbf24af4096e523fed7,d5766e608fdc35ca9a965f25efa48e02,nat-hyd-flo-riv,USA,1.0,,25000.0,,25000.0
edf9aa7139b0682f793113920412d311,3defcabecbff3fb3508236a6e9654584,nat-met-sto-tor,USA,176.0,1150.0,,,1150.0
16afdac2a509f1a54c222ca8ce412f84,435c5cef079b23a0e1abc41c64c7a2a8,nat-met-sto-tor,USA,11.0,,,,
07174c765b7c698cde24e904b6e15103,88c15dc5ed3bb5362259e5c771a65fad,nat-met-sto-tor,USA,3.0,200.0,,,200.0
b0cd446e14c2b82a2df1d43ea4fb52d4,856c4f9d81240602184ee44cff1af24c,nat-met-ext-hea,USA,22.0,,,,
60dc6330b384a27a7f45fc02169a3e4b,17d2054d5634ae3878f30a3a04a06590,nat-met-sto-tor,CAN,1.0,20.0,,,20.0
900baf3c9fd2019527153d8871a6ba9b,5a2d0b9cd4d49e11b31e432666a35248,nat-met-sto-tro,CAN,1.0,,,,
b61f2a1e1bee4a92e82f151ea3528871,633ce85f183f0847276b7f454d0e47e9,nat-met-sto-tro,USA,46.0,,370000.0,,370000.0
16c0ed1545c375a9d14415a5dec168c8,7b88c05c7a88d1c8674c7c242d0f6252,nat-cli-wil-for,USA,4.0,,,4800.0,4800.0
0235c085499ec7bf8e2b625bc9ba2228,7ec957bd3f7dd020b86804c32174b202,nat-hyd-flo-riv,USA,2.0,,100.0,,100.0
f88695899d63c5d16652cadfbada127a,c37a65035cdbb9d038e0b01f36621c7f,nat-met-sto-bli,USA,29.0,,,,
d0929e43ad73a0c93bba62a45d6fce91,28ae2f7b448e7522440f32af33e2d358,nat-met-sto-tro,USA,15.0,,600.0,,600.0
072f1b7c216f9494c1d2327c86a86471,0c8367c9a30b652929c5472540d2d6d6,nat-met-sto-bli,USA,6.0,,,,
74a4a56158e8d11ed06ca240e6c65300,69c0163a001c98d1fa5320527b5ae75e,nat-met-sto-bli,USA,11.0,,,,
18fb40946488ad6c258cf66018f3d3a8,b8e361655dea7e9201b1a46bdbb1cec1,nat-met-sto-bli,USA,10.0,,,,
c0a5e0906980ddf846e5c5f7588f63a1,4c12005c23cce2c1381ba742999546b5,nat-met-sto-sto,USA,9.0,,,,
2f4b0439020742cf0d867fd65f5144bd,e3810d4dbb52db717aa628aca9ad3503,nat-hyd-flo-riv,USA,9.0,,,,
67168ef6d2cb4f454a27db1f49dd164b,44387aa8b440e04d7298deaa9a06be7d,nat-met-sto-sto,USA,7.0,,,,
61dca09a0474c4ef2d8ce7569fd5a695,6fed7fcf2bca71749d5477d3e5357623,nat-cli-wil-for,CAN,1.0,,,7000.0,7000.0
d90eeda261d198bda29c620ee920e411,3d0e212a8ec41e41a432b349fb8818db,nat-cli-wil-for,USA,2.0,,,,
f2deb6896dbd0891b50a5bdf641543e8,5d69e8c82934eda98294c91587aa1d2a,nat-hyd-flo-riv,USA,5.0,,,11000.0,11000.0
9329d05b15c8416168902d065f9459a6,c94ad82fbf5d5b0acfc818c3116a30fe,nat-met-sto-tor,USA,2.0,100.0,,,100.0
a4109711ab602392b72da56cb83a994f,1d3e197fc2bc8c16066dc3d332e19129,nat-met-sto-tor,USA,14.0,200.0,,,200.0
bb67908bc727c4cbd5e54d6aa3786160,b7d8b1cbfef2dabbcbfd800e24e901b1,nat-met-sto-tor,USA,41.0,400.0,,,400.0
170daca94cfbe6b110cb21c299b07c3c,603173a59637b29b30688b1a625dd0d0,nat-hyd-flo-riv,CAN,,,1500.0,,1500.0
270272101811d5934ffe106ed3c4da27,7a06288bf8d7cd9af0edb6d5a6f57acf,nat-met-sto-tor,USA,,,3300.0,,3300.0
511887b00ab316512bd49ca15cea22d9,0a98049ca1edfced7d41c34703921c5a,nat-met-sto-tor,USA,6.0,30.0,,267.0,297.0
d9e7757af50f212e9df58cd7025505a3,a1f426d74be3849a0eb68969859da7b7,nat-met-sto-tro,USA,9.0,1.0,17000.0,,17001.0
8327ddf02080975f2b9d482404aebfdb,79b05591f1374f5937aa60c50e7e712e,nat-hyd-flo-riv,USA,2.0,,300.0,,300.0
6c3f739c572a25bdbf2069f250c1f74b,79882369e57a013bf3664c95ba1211bc,nat-met-ext-hea,USA,123.0,,,,
2124ab8281a730644f634b2b53665d53,9b083e26715b1a24921ed7dc4236545d,nat-cli-wil-wil,USA,2.0,,,1038.0,1038.0
8f7557d27c911610130d35dd44ddba6c,7ec5b288d6a7308ec60f8bd42784ab16,nat-met-sto-lig,USA,1.0,,,,
4207a95d359d253152bda12de71b29cf,a34b7f21a30320adfc5a77392014f568,nat-met-sto-tro,USA,1.0,,60000.0,,60000.0
893f5687e035e17749f8924d884d51fe,c06b585367889330c2619f5336768e33,nat-met-sto-tro,USA,54.0,,,,
c0a97b8837a6f2d8dffa1792af44731a,2cedd53b5dd6f0b2419c30d7a12b2050,nat-met-sto-bli,USA,7.0,,,,
e947d02bb689a289228a0c7cb752cccd,73ab89cb286f2feb6bf944f9dd1f470c,nat-met-sto-bli,CAN,,,,,
d2bfdf79df1907c2662f1d7e9c193809,40e5cecd56f0e0db5754fea6ed70eb78,nat-met-sto-bli,USA,17.0,,,,
0e19bcd448397a58fb3e9b5f052c138d,74559b3c58397b13e044082d0ef25e40,nat-met-sto-sev,USA,28.0,,,,
50061edefafa01c43e9cc984fa88c632,0cc5bca5141531e6980a493082b16a12,nat-cli-wil-wil,USA,1.0,,1809.0,,1809.0
778231b184dbf375d29c35b7077bf240,0415ef5acdd6d6e0764e809f95d13f7b,nat-met-sto-sev,USA,1.0,100.0,,,100.0
7d76c2f3069c5d19998a80e3b8eb1349,ecb0a4ef2b51ae8aa77c9004741cd4f3,nat-met-sto-bli,USA,3.0,1.0,,,1.0
fb5058ba5ad5ae9daeb46bec299da1ca,be879204fa2523a48d87f067346b8948,nat-met-sto-lig,USA,,,,,
ac3e5420ae2a49048cdcb0ac958ba094,9eea3a9cfb5ab432e1f917298208d190,nat-met-sto-lig,USA,,2.0,,,2.0
517f909af4ac3ed4ddb3c269fb0da3e5,911c9659f15d26ab7ab003546e231583,nat-met-sto-lig,USA,,3.0,9000.0,,9003.0
5fc9bf275de795492a33544dc7e37a4f,4108c4a841b13f7e9b7bd5cc371ef19d,nat-met-sto-lig,USA,1.0,,,,
88f7a0c9393d5c7ac962ceab3d7fbedc,d53ecb9e797fdf32dacbdab3ad97ce52,nat-met-sto-lig,USA,5.0,,,,
bc9d44d667275a5db13888a3cd195d4f,d256cd049bfdc1465371bf49ea28a179,nat-met-sto-sev,CAN,,,,,
b3b90f12f647ce60bd3f896f31115244,bb3039172f78fddfcb3b3f055115938d,nat-met-sto-tor,USA,3.0,18.0,1089.0,,1107.0
3cb21d8740f743b11f5c75ea268703ac,16caa54602f3d5df211400142cb9202b,nat-met-sto-bli,USA,15.0,,,,
6fb5b0320b2429dfe75611f3046ef031,0dccdc8a76ca6d924fd893345f9c5d89,nat-met-sto-bli,USA,1.0,82.0,4800.0,,4882.0
efc51e7badfe2eb492e6d1d6fb23b861,1b45214e4274fab600283ece0e161f11,nat-met-sto-sev,USA,4.0,,,,
e77b7f0d08ad0e3c0abbda9bbe50a4ee,6c48a9ab98a26e858a4bfae87b48f29d,nat-met-sto-sev,USA,3.0,,,,
b79442bdfe58a2bc87fe867eddac49a5,52eebe7bfeee231c8f92bd50652e6635,nat-met-sto-tor,USA,29.0,450.0,,,450.0
684be4d285eef07011fdfc13df9ba3f7,08b907d2d09ef8afc1b39e4f6c722e70,nat-met-sto-tor,USA,6.0,100.0,,600.0,700.0
2ecf55a80bc5339b3a4eb66ac74edd6f,fad7edc37a59ac79559257e17ca83735,nat-met-sto-tor,USA,27.0,150.0,170000.0,,170150.0
90007a2888e7407aa88e4aac1721ca17,79e8cc438b7141b928fbad4f7f9177df,nat-hyd-flo-riv,CAN,4.0,,100000.0,,100000.0
a6f05d834baff195028fadcc53bfd333,6e2f022a3648c38d6702f718d57e481d,nat-cli-wil-for,USA,,8.0,12.0,90.0,110.0
17c2bdfa74dae559507802997fe3a8e7,e236795e6f7b82f36cd748c39d01df36,nat-cli-wil-for,USA,2.0,,84.0,1533.0,1617.0
44a018c2bfd8f6fbbed29cc8ab13ae39,c8212c1a61cae1a931a317f984080fe9,nat-met-sto-lig,USA,4.0,,,,
36d234c5ae2f5e04e86cba7bbd50fc19,e0b72fa2adfcd193db3f444f5d975ee2,nat-cli-wil-for,USA,19.0,,,387.0,387.0
97100c88389ab47537d30284df028994,bcd0a4debebcd5b6c52dfc2495b0b1dc,nat-hyd-flo-riv,USA,2.0,,1425.0,,1425.0
f68b8795e4e5ea23cbfecad3d28132a4,2c303e56c16bdc343ecab075aef36b20,nat-hyd-flo-riv,USA,3.0,,6000.0,,6000.0
c7fcf25f333eaba05ee99d602fd69402,ba1e2353360cba1e942ffb8e2d295d10,nat-hyd-flo-riv,USA,3.0,,300.0,,300.0
cb1a7c73e398471b6f8820f14e183fc6,ad607f03ad30e283c7bb5d2e0dc1846e,nat-hyd-flo-riv,USA,5.0,,300.0,,300.0
4c8b2190973931fb2c34c3ee531e75b5,9a02336fec96340dd3fba5cd786bf1cb,nat-cli-wil-wil,USA,,3.0,,33.0,36.0
0bbb50b1a2179aa5edb1178dd6f05074,ec0739c1aebeb9833fd1005713dc9e05,nat-met-sto-lig,USA,,,,,
ce1d217199cd5ae515758a9e4c07e581,f37be256cf8ac7f527976e5985394253,nat-hyd-flo-riv,USA,9.0,,16500.0,5400.0,21900.0
54a7bda90766f22f96e597190a53b2e1,1eea0a55777838ecc21330c4ef6956fd,nat-cli-wil-wil,USA,1.0,6.0,15.0,204.0,225.0
9f63a7525fd8d2fdc7cb9aef54feafa2,406b3b911c46e9363611f6582ebd9534,nat-met-sto-tor,USA,11.0,185.0,,,185.0
5c90eec60636ed5f497bf0e02f84c766,6a647f21abf73b8dc2d71c4472993751,nat-met-sto-bli,USA,14.0,,,,
0edf28661736743c8a1e8a58c8afb520,a23efb859c773d482d6a0e831fa17b8f,nat-hyd-flo-riv,USA,4.0,,4800.0,,4800.0
2cba8d11f304faa322101b11c25afe60,f94f3b52cbd5af2fde490f86e6993a51,nat-met-ext-sev,CAN,10.0,,,,
a3af53993a750938a47be7c6775efc51,0ed2bbcd33e3eb8cfa57c325fa65436b,nat-met-ext-sev,USA,19.0,,,,
ece905efa688f41a260399863732aefd,f5455e2e473f667a76237cf3afb70982,nat-met-sto-sev,USA,2.0,,,,
418834fbf4a5b767a9fab4b81927ef71,995dbf2c4e8d676be54c3c4787aab3df,nat-met-sto-bli,USA,20.0,,,,
c35ced69ed8595b12ff407796db43e09,50ef937ccec74be88db668a8422b29fc,nat-hyd-flo-riv,USA,5.0,,,,
0486319196180b1adeb39d6898554251,32dfde1092e47daafcc1e2deb2626781,nat-met-sto-bli,USA,1.0,,,,
fd8c0b4a3e92c59303547ebccc594af3,e434a3f497b0a5aa2ec2d5cc55a8e5c4,nat-met-sto-lig,CAN,,,,,
6ac46e5ebdbabfcdb9e116c7e790b70c,b7ff1faea3053df09b0f3bc5411daf81,nat-met-ext-col,CAN,,,,,
1ff4bec4d8e662b52b6336a4dd892c9e,39b404b368b83ae7da6b19d699aef6d9,nat-met-ext-col,USA,21.0,,,,
b49bea4d135475df6270ebeb37455580,444b27bcb3f799d6d1a77534e483bd0d,nat-met-sto-bli,USA,9.0,,,,
dc45cd128b2a16f576286ffe7c92c9bb,4d183119748a138481084ac44f79ed27,nat-met-sto-bli,USA,16.0,,,,
4f14cdfbe90b8f1c37e6086bd1e6dc9f,4d297567b35c20267c680b7d7d5f621b,nat-met-sto-bli,USA,13.0,,,,
c21540149c8de93a02a26fe19588b313,ac73557b648c39a34b43b0878434c1fb,nat-met-sto-bli,USA,25.0,,,,
27bf83a32478721a94b1c300b077183e,3d856baead846b91b47db3cdf2970f3c,nat-hyd-mmw-lan,USA,43.0,,,150.0,150.0
6f33fba30cc0fb5afdc5cc8af8ef4a69,7a23e9c69de0a378e6887baa0651a93d,nat-met-sto-bli,USA,12.0,,,,
1924274af92777d57ec71f19cb83a551,ff582a4f44ef948adb8efe96a2780000,nat-met-sto-sev,USA,40.0,15.0,,,15.0
433d35dbd6f7401e04280d5ceed1b640,9770f2afdc9bf1dd105e1a313e29b427,nat-cli-wil-for,USA,2.0,,429.0,,429.0
60a033e91b34ab6387ccc57748b99537,79cd13ad2dd776ce219e091a0d4f480a,nat-met-sto-lig,USA,,,,,
f8b81c4a26389c29518deecc316a69f9,ae7d20824f9c57018a601a40fb231b4d,nat-met-sto-lig,USA,,,300.0,,300.0
b2ce4840f065088992f1db623e92aed0,eba47eed2e9763a992de04d75290786e,nat-met-sto-tro,USA,1.0,,834.0,,834.0
4c76000edf627d0561b10f93dc539662,a912f579ef6c3e446fb821ad3f3aa267,nat-hyd-flo-riv,USA,2.0,,102000.0,,102000.0
4138b201f852c97feaa20ebc35074e8e,badd65e39e510428d102ab1520f8f8e6,nat-geo-ear-gro,USA,1.0,250.0,3000.0,,3250.0
0216e613baaee59db391273a4fff4a2c,8145bdae6e35276ddd06acdf2c87af58,nat-hyd-flo-fla,CAN,,4.0,6900.0,,6904.0
f9e89f76d74b67eefbdba5771e08d77e,80bc7fdbc3c1bd14f8a41a2af201024f,nat-met-sto-lig,USA,2.0,,,,
c94c8f3b622748555653e5b38660286b,dac9b62ab794fdce0d6efb5dfee2901c,nat-met-sto-bli,USA,13.0,,,,
af2ffc432c6ccc2e37e6646a6a8ba31a,649a13a6adf884bf50c2a10ce05ef2c4,nat-met-sto-bli,USA,3.0,,,30.0,30.0
74c41534b171fb1d7ff2f636fafaa25a,1a76fcbde3f07fa1adac665624b48744,nat-hyd-flo-fla,USA,,,40.0,,40.0
f8fc3d57f44f5f21688f27e60a91ff2e,c68ff66ff3f864f7367830f8c229394e,nat-met-sto-lig,USA,2.0,36.0,,,36.0
e1dc7bb757936d86470b2c86405224a4,9fd974b2bc32d7d64991e8d33f264cde,nat-met-sto-bli,USA,15.0,,,,
14b6fe550d378d81746ce1a26fa8f061,e38a255b5f1dde78ae02d1278f58c2fe,nat-met-sto-bli,USA,2.0,,,,
98a2413628738f1aaa1359539a568b9a,b4ad874db8506018ed7b70dded12463c,nat-met-sto-bli,USA,10.0,,,,
83ecc35e8b392c5ec4b0b38d832ff7a1,e738095b40f2a453f2479293f2180c8c,nat-met-sto-bli,USA,22.0,,,,
42ee844e55520cd7a69fa4cbe73f8546,8f0875291979c46ded28f7039fd718c9,nat-met-sto-bli,USA,30.0,,,,
82fb25127b0cc69b0c943597ac190596,972576554caa1acc81a7548a7c2deab6,nat-met-sto-bli,USA,13.0,,,,
d8465188b55bd580d537ba772fd3ef82,6b7d4b523ee7d800d6717eb13320dd10,nat-met-sto-tor,USA,1.0,12.0,3300.0,,3312.0
c1cdc7cdac590cdc7b65629b79a7b04d,6d03a2496072267f9e19c9edc77ad703,nat-met-sto-tor,USA,3.0,12.0,,,12.0
475a11bd3d3a0d2992559fbb37083de9,4a83b86ab62a48fc6b8ac0e3dfa18d53,nat-met-sto-tor,USA,4.0,12.0,,,12.0
6e545f75199ed7f3e1b77fcd5d9c248d,b1e07ae0df13a3d4574e6c433758c2a0,nat-met-sto-tor,USA,6.0,,,,
9f11493b179ca834736b913e1eb94363,e5c7e4562a4573e3870bd31207949c23,nat-met-sto-tor,USA,1.0,40.0,,,40.0
4efc61fbca5179613750fa8caf57994d,f165b11573b4df79deface7c195a87e8,nat-hyd-flo-fla,USA,16.0,,12000.0,,12000.0
57b620e28553772285cdc485504288cf,e0913d37746fe7056cf781a08fa189fb,nat-met-sto-lig,USA,4.0,,,,
2fffe87a4260ee3c850942e107dae5bf,7d0bfb9df892c15691e4b67d0a03e3a2,nat-hyd-flo-fla,USA,32.0,,12000.0,,12000.0
b28b5316ece25d11a6ad0c1ff5f4b23b,c92ca2a281efb7be6295e5f1fe70597a,nat-met-sto-lig,USA,,,,,
