ImpactID,DisNo.,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total_Damage_000_USD,"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
8eb02a5b2d1c1e0af7be18169514a99c,2004-0338-USA,4.0,6.0,307.0,,313.0,,,,,170.0,274.0,61.98958593432169,"[{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm2_code"":28941,""adm2_name"":""Eagle""},{""adm2_code"":29131,""adm2_name"":""Gwinnett""},{""adm2_code"":29849,""adm2_name"":""Washington""},{""adm2_code"":31032,""adm2_name"":""Richland""},{""adm2_code"":31214,""adm2_name"":""Bexar""},{""adm2_code"":31293,""adm2_name"":""Guadalupe""},{""adm2_code"":31365,""adm2_name"":""Milam""}]",2004-07-12,2023-09-25
f83339bba39a51472409921bbde2c131,2004-0346-CAN,,,,,,,,110000.0,177449.0,200000.0,322635.0,61.98958593432169,"[{""adm1_code"":825,""adm1_name"":""Alberta""},{""adm1_code"":833,""adm1_name"":""Ontario""},{""adm1_code"":835,""adm1_name"":""Quebec / Québec""}]",2004-08-09,2023-09-25
b4a5a49f4fa1c93ca88e854aca027499,2004-0348-USA,,,200.0,42.0,242.0,,,,,,,61.98958593432169,"[{""adm2_code"":28883,""adm2_name"":""Los Angeles""},{""adm2_code"":30424,""adm2_name"":""Carson City""}]",2004-08-02,2023-09-25
7778c1f576a51eca021084e8ab7a89b4,2004-0415-USA,10.0,,30000.0,,30000.0,,,7600000.0,12260124.0,16000000.0,25810787.0,61.98958593432169,"[{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm2_code"":29000,""adm2_name"":""Bay""},{""adm2_code"":29004,""adm2_name"":""Calhoun""},{""adm2_code"":29013,""adm2_name"":""Escambia""},{""adm2_code"":29015,""adm2_name"":""Franklin""},{""adm2_code"":29016,""adm2_name"":""Gadsden""},{""adm2_code"":29019,""adm2_name"":""Gulf""},{""adm2_code"":29026,""adm2_name"":""Holmes""},{""adm2_code"":29028,""adm2_name"":""Jackson""},{""adm2_code"":29029,""adm2_name"":""Jefferson""},{""adm2_code"":29033,""adm2_name"":""Leon""},{""adm2_code"":29035,""adm2_name"":""Liberty""},{""adm2_code"":29036,""adm2_name"":""Madison""},{""adm2_code"":29043,""adm2_name"":""Okaloosa""},{""adm2_code"":29052,""adm2_name"":""Santa Rosa""},{""adm2_code"":29059,""adm2_name"":""Taylor""},{""adm2_code"":29062,""adm2_name"":""Wakulla""},{""adm2_code"":29063,""adm2_name"":""Walton""},{""adm2_code"":29064,""adm2_name"":""Washington""}]",2004-08-27,2023-09-25
af60fc622348345d51439f429d999096,2004-0446-USA,,5.0,,240.0,245.0,,,,,,,61.98958593432169,"[{""adm2_code"":28909,""adm2_name"":""Shasta""}]",2004-08-30,2023-09-25
a470d847828f436a339b2937c083564d,2004-0448-USA,7.0,,,,,,,62500.0,100823.0,62500.0,100823.0,61.98958593432169,"[{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm2_code"":31523,""adm2_name"":""Chesterfield""},{""adm2_code"":31571,""adm2_name"":""Lynchburg""},{""adm2_code"":31601,""adm2_name"":""Richmond""}]",2005-03-23,2023-09-25
2764ce718cb40a21b0437b221b09cdaf,2004-0455-USA,47.0,,5000000.0,,5000000.0,,,5000000.0,8065871.0,11000000.0,17744916.0,61.98958593432169,"[{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm2_code"":29039,""adm2_name"":""Martin""},{""adm2_code"":29047,""adm2_name"":""Palm Beach""}]",2004-10-08,2023-09-25
5e4bfc3f61be88ef19251d27e0d76180,2004-0462-USA,52.0,,,,,,,12000000.0,19358090.0,18000000.0,29037135.0,61.98958593432169,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3262,""adm1_name"":""West Virginia""}]",2006-10-11,2023-09-25
cfb3095aabecd8576f30fb845fc3222f,2004-0473-USA,6.0,,40000.0,,40000.0,,,4900000.0,7904554.0,8000000.0,12905394.0,61.98958593432169,"[{""adm1_code"":3223,""adm1_name"":""Florida""}]",2004-10-04,2023-09-25
c585a29a866ea732857c122a82eb48c6,2004-0502-USA,,,189.0,,189.0,,,,,2100.0,3388.0,61.98958593432169,"[{""adm2_code"":31517,""adm2_name"":""Caroline""}]",2004-10-05,2023-09-25
cc3df082ef5206af44c004ff8a9e339b,2004-0572-USA,,,105.0,,105.0,,,,,1000.0,1613.0,61.98958593432169,"[{""adm2_code"":29225,""adm2_name"":""Honolulu""}]",2004-11-16,2023-09-25
4b88cc98ae82518230f91d85be2f1c7f,2004-0675-USA,1.0,,,,,,,370000.0,596874.0,500000.0,806587.0,61.98958593432169,"[{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""}]",2005-02-11,2023-09-25
59ea825a1194707a70e7407face6172f,2004-0731-USA,9.0,14.0,,,14.0,,,200000.0,322635.0,,,61.98958593432169,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""}]",2005-03-23,2023-09-25
0eabc29261e5fdf2049682d9efbd41e3,2004-0740-USA,3.0,,,,,,,450000.0,725928.0,,,61.98958593432169,"[{""adm1_code"":3220,""adm1_name"":""Connecticut""},{""adm1_code"":3221,""adm1_name"":""Delaware""},{""adm1_code"":3233,""adm1_name"":""Maine""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3243,""adm1_name"":""New Hampshire""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3253,""adm1_name"":""Rhode Island""},{""adm1_code"":3259,""adm1_name"":""Vermont""}]",2006-07-27,2023-09-25
691d1cd24ee466ba125b3edd587fc4f8,2005-0015-USA,28.0,8.0,500.0,,508.0,,,200000.0,312048.0,200000.0,312048.0,64.09274025742687,"[{""adm1_code"":3216,""adm1_name"":""Arizona""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm2_code"":28883,""adm2_name"":""Los Angeles""},{""adm2_code"":28898,""adm2_name"":""Sacramento""},{""adm2_code"":28920,""adm2_name"":""Ventura""}]",2006-01-23,2023-09-25
dcb0a6fc21c0ab1f162e751e291f72f5,2005-0029-USA,20.0,,,,,,,200000.0,312048.0,350000.0,546084.0,64.09274025742687,"[{""adm1_code"":3220,""adm1_name"":""Connecticut""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2006-03-07,2023-09-25
fc0edaaa7b18ad7adb2dd085267248f5,2005-0103-USA,9.0,,150.0,,150.0,,,200000.0,312048.0,250000.0,390060.0,64.09274025742687,"[{""adm2_code"":28883,""adm2_name"":""Los Angeles""}]",2006-03-03,2023-09-25
0236c7553030484c52b27000aae2c375,2005-0203-USA,2.0,,11000.0,,11000.0,,,,,30000.0,46807.0,64.09274025742687,"[{""adm1_code"":3233,""adm1_name"":""Maine""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""}]",2006-01-17,2023-09-25
8e5af6e9db32f012fabf521daf49b037,2005-0219-USA,,8.0,45.0,51.0,104.0,,,,,350000.0,546084.0,64.09274025742687,"[{""adm2_code"":30139,""adm2_name"":""Rankin""}]",2006-01-06,2023-09-25
15a0e5299c44a440c32638c9a167fcbc,2005-0286-USA,,,,,,,,,,5330.0,8316.0,64.09274025742687,"[{""adm1_code"":3226,""adm1_name"":""Idaho""}]",2005-06-03,2023-09-25
0a7364897d5af528b503a365740bb993,2005-0351-USA,5.0,,,,,,,1115000.0,1739667.0,2230000.0,3479333.0,64.09274025742687,"[{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3224,""adm1_name"":""Georgia""}]",2005-07-24,2023-09-25
53b9c09c715837e4e087a5a05fa5db59,2005-0383-CAN,,,,,,,,,,,,64.09274025742687,"[{""adm1_code"":835,""adm1_name"":""Quebec / Québec""}]",2005-07-19,2023-09-25
c4bf56f3223fdb811f61d0ddf0d9dbc7,2005-0460-CAN,,,,,,,,,,,,64.09274025742687,"[{""adm1_code"":833,""adm1_name"":""Ontario""}]",2005-09-06,2023-09-25
2207abd0e2b40a03295078dbea23ff22,2005-0467-USA,1833.0,,500000.0,,500000.0,,,60000000.0,93614347.0,125000000.0,195029889.0,64.09274025742687,"[{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm2_code"":28739,""adm2_name"":""Mobile""},{""adm2_code"":29826,""adm2_name"":""Orleans""},{""adm2_code"":29834,""adm2_name"":""St. Bernard""},{""adm2_code"":29842,""adm2_name"":""St. Tammany""},{""adm2_code"":30101,""adm2_name"":""Hancock""},{""adm2_code"":30102,""adm2_name"":""Harrison""},{""adm2_code"":30108,""adm2_name"":""Jackson""}]",2007-04-20,2023-09-25
d0a737b9937595465c039bd4080dd166,2005-0530-USA,,,120.0,81.0,201.0,,,,,,,64.09274025742687,"[{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2005-09-15,2023-09-25
cbf4f30da5a1eef0e050fe616994286f,2005-0547-USA,10.0,,300000.0,,300000.0,,,11300000.0,17630702.0,16000000.0,24963826.0,64.09274025742687,"[{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2006-03-16,2023-09-25
be76161b49e7156b523e8a2f5e4f0c54,2005-0553-CAN,,,300.0,,300.0,,,,,,,64.09274025742687,"[{""adm2_code"":12695,""adm2_name"":""Acton""},{""adm2_code"":12699,""adm2_name"":""Les Sources""},{""adm2_code"":12703,""adm2_name"":""Beauharnois-Salaberry""},{""adm2_code"":12706,""adm2_name"":""Brome-Missisquoi""},{""adm2_code"":12707,""adm2_name"":""Longueuil""},{""adm2_code"":12710,""adm2_name"":""Coaticook""},{""adm2_code"":12713,""adm2_name"":""Montréal""},{""adm2_code"":12730,""adm2_name"":""La Haute-Yamaska""},{""adm2_code"":12735,""adm2_name"":""Sherbrooke""},{""adm2_code"":12738,""adm2_name"":""La Vallée-du-Richelieu""},{""adm2_code"":12740,""adm2_name"":""Marguerite-D'Youville""},{""adm2_code"":12742,""adm2_name"":""Pierre-De Saurel""},{""adm2_code"":12746,""adm2_name"":""Le Granit""},{""adm2_code"":12747,""adm2_name"":""Le Haut-Richelieu""},{""adm2_code"":12748,""adm2_name"":""Le Haut-Saint-François""},{""adm2_code"":12749,""adm2_name"":""Le Haut-Saint-Laurent""},{""adm2_code"":12752,""adm2_name"":""Le Val-Saint-François""},{""adm2_code"":12757,""adm2_name"":""Les Jardins-de-Napierville""},{""adm2_code"":12759,""adm2_name"":""Les Maskoutains""},{""adm2_code"":12770,""adm2_name"":""Memphrémagog""},{""adm2_code"":12783,""adm2_name"":""Roussillon""},{""adm2_code"":12784,""adm2_name"":""Rouville""},{""adm2_code"":12792,""adm2_name"":""Vaudreuil-Soulanges""}]",2005-09-30,2023-09-25
53bd9a657e7aae52b45949e38bc7bc59,2005-0583-USA,11.0,,3000.0,,3000.0,,,200000.0,312048.0,,,64.09274025742687,"[{""adm2_code"":28987,""adm2_name"":""Hartford""},{""adm2_code"":28992,""adm2_name"":""Tolland""},{""adm2_code"":28993,""adm2_name"":""Windham""},{""adm2_code"":29896,""adm2_name"":""Berkshire""},{""adm2_code"":29900,""adm2_name"":""Franklin""},{""adm2_code"":29908,""adm2_name"":""Worcester""},{""adm2_code"":30443,""adm2_name"":""Cheshire""},{""adm2_code"":30452,""adm2_name"":""Bergen""},{""adm2_code"":30463,""adm2_name"":""Monmouth""},{""adm2_code"":30466,""adm2_name"":""Passaic""},{""adm2_code"":30468,""adm2_name"":""Somerset""},{""adm2_code"":31495,""adm2_name"":""Windham""}]",2006-06-22,2023-09-25
119ffe85f59c1a771908b8266be6a62b,2005-0585-USA,4.0,,30000.0,,30000.0,,,10350000.0,16148475.0,14300000.0,22311419.0,64.09274025742687,"[{""adm2_code"":29008,""adm2_name"":""Collier""}]",2005-11-17,2023-09-25
c39f93ba75266783cbb35beb189abab6,2005-0591-CAN,,,600.0,,600.0,,,,,,,64.09274025742687,"[{""adm2_code"":12611,""adm2_name"":""Division No.  4""},{""adm2_code"":12612,""adm2_name"":""Division No.  5""}]",2005-11-15,2023-09-25
1f2ebcb787151e13498dad6b873d3990,2005-0682-USA,10.0,,,,,,,,,,,64.09274025742687,"[{""adm1_code"":3220,""adm1_name"":""Connecticut""},{""adm1_code"":3226,""adm1_name"":""Idaho""},{""adm1_code"":3233,""adm1_name"":""Maine""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3240,""adm1_name"":""Montana""},{""adm1_code"":3243,""adm1_name"":""New Hampshire""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3248,""adm1_name"":""North Dakota""},{""adm1_code"":3251,""adm1_name"":""Oregon""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3253,""adm1_name"":""Rhode Island""},{""adm1_code"":3255,""adm1_name"":""South Dakota""},{""adm1_code"":3259,""adm1_name"":""Vermont""},{""adm1_code"":3261,""adm1_name"":""Washington""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""},{""adm1_code"":3264,""adm1_name"":""Wyoming""}]",2005-12-13,2023-09-25
67aa275921206de697c40dee5dfe042f,2005-0687-USA,33.0,31.0,,,31.0,,,,,,,64.09274025742687,"[{""adm1_code"":3216,""adm1_name"":""Arizona""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3242,""adm1_name"":""Nevada""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3258,""adm1_name"":""Utah""}]",2006-03-07,2023-09-25
b71e5ceaa74478a42697b046ed419f63,2005-0716-USA,3.0,,3600.0,,3600.0,,,,,245000.0,382259.0,64.09274025742687,"[{""adm2_code"":28883,""adm2_name"":""Los Angeles""},{""adm2_code"":28885,""adm2_name"":""Marin""},{""adm2_code"":28887,""adm2_name"":""Mendocino""},{""adm2_code"":28892,""adm2_name"":""Napa""},{""adm2_code"":28893,""adm2_name"":""Nevada""},{""adm2_code"":28912,""adm2_name"":""Solano""},{""adm2_code"":28913,""adm2_name"":""Sonoma""},{""adm2_code"":30424,""adm2_name"":""Carson City""},{""adm2_code"":30439,""adm2_name"":""Washoe""}]",2007-01-17,2023-09-25
f1d1fd838d7d51c5e7c22cb31a134ec8,2005-0724-USA,5.0,,,1410.0,1410.0,,,,,100000.0,156024.0,64.09274025742687,"[{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2007-01-17,2023-09-25
59796251f79c37c8c70f44a373527b6c,2005-0728-CAN,4.0,,5000.0,,5000.0,,,186000.0,290204.0,357000.0,557005.0,64.09274025742687,"[{""adm2_code"":12521,""adm2_name"":""Division No.  2""},{""adm2_code"":12522,""adm2_name"":""Division No.  3""},{""adm2_code"":12524,""adm2_name"":""Division No.  5""},{""adm2_code"":12525,""adm2_name"":""Division No.  6""},{""adm2_code"":12527,""adm2_name"":""Division No.  8""}]",2006-01-23,2023-09-25
6b3811396ebc251cd6ba3ff03b8087ab,2006-0128-USA,10.0,42.0,,,42.0,,,800000.0,1209184.0,1200000.0,1813776.0,66.16033056179792,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""}]",2008-03-29,2023-09-25
42649e0a153ebf81f03ffe0157f27ec3,2006-0161-USA,28.0,36.0,3600.0,,3636.0,,,450000.0,680166.0,600000.0,906888.0,66.16033056179792,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3256,""adm1_name"":""Tennessee""}]",2007-03-09,2023-09-25
6eaa319ec0800ba0e2967ed1adb604f7,2006-0171-USA,12.0,160.0,465.0,,625.0,,,1280000.0,1934694.0,1600000.0,2418368.0,66.16033056179792,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm2_code"":31187,""adm2_name"":""Sumner""},{""adm2_code"":31193,""adm2_name"":""Warren""}]",2007-03-09,2023-09-25
73b6fe362359dd80cb5b5abbb15a7c0c,2006-0180-USA,1.0,,600.0,,600.0,,,,,259000.0,391473.0,66.16033056179792,"[{""adm2_code"":28867,""adm2_name"":""Amador""},{""adm2_code"":28869,""adm2_name"":""Calaveras""},{""adm2_code"":28874,""adm2_name"":""Fresno""},{""adm2_code"":28888,""adm2_name"":""Merced""},{""adm2_code"":28903,""adm2_name"":""San Joaquin""},{""adm2_code"":28905,""adm2_name"":""San Mateo""},{""adm2_code"":28914,""adm2_name"":""Stanislaus""}]",2007-01-04,2023-09-25
f73a1bef9e6fbf90a23190dc659a0b05,2006-0182-USA,7.0,,,,,,,,,12000.0,18138.0,66.16033056179792,"[{""adm2_code"":29227,""adm2_name"":""Kauai""}]",2007-01-04,2023-09-25
2087e3c13564a30b25d4cbb971a235ed,2006-0203-CAN,,,200.0,,200.0,,,,,,,66.16033056179792,"[{""adm2_code"":12615,""adm2_name"":""Division No.  8""}]",2007-01-04,2023-09-25
3d27b19d29516b23de5c26a1d0e8cc9f,2006-0206-CAN,,,1000.0,,1000.0,,,,,,,66.16033056179792,"[{""adm2_code"":12802,""adm2_name"":""Division No. 10""},{""adm2_code"":12806,""adm2_name"":""Division No. 14""}]",2007-01-04,2023-09-25
f9ec77ad5000b238dddec7dbc6420c23,2006-0224-CAN,,,2000.0,,2000.0,,,,,,,66.16033056179792,"[{""adm2_code"":12645,""adm2_name"":""Cochrane""}]",2007-01-04,2023-09-25
a7e13cc6d9cf46e2b50df89688f76455,2006-0257-USA,1.0,,600.0,,600.0,,,400000.0,604592.0,450000.0,680166.0,66.16033056179792,"[{""adm2_code"":31214,""adm2_name"":""Bexar""},{""adm2_code"":31419,""adm2_name"":""Tarrant""}]",2007-03-18,2023-09-25
d4e88f859caa7c4f9bf411ac2da05f6b,2006-0260-USA,2.0,,2500.0,,2500.0,,,62500.0,94467.0,85000.0,128476.0,66.16033056179792,"[{""adm1_code"":3233,""adm1_name"":""Maine""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3243,""adm1_name"":""New Hampshire""}]",2007-01-05,2023-09-25
b20615e7cb820bb0ff1a18f5479a5f10,2006-0261-CAN,,,300.0,,300.0,,,,,,,66.16033056179792,"[{""adm2_code"":190730,""adm2_name"":""Region 1""}]",2007-01-06,2023-09-25
add2955d86089b2a2447c2e14b82e1af,2006-0269-CAN,1.0,,400.0,,400.0,,,,,,,66.16033056179792,"[{""adm2_code"":12544,""adm2_name"":""Central Kootenay""},{""adm2_code"":12554,""adm2_name"":""Kootenay Boundary""},{""adm2_code"":12559,""adm2_name"":""Okanagan-Similkameen""}]",2007-01-06,2023-09-25
51a1544eb1446b4c87dc98cfde26d622,2006-0341-USA,11.0,,65000.0,,65000.0,,,401000.0,606103.0,1000000.0,1511480.0,66.16033056179792,"[{""adm1_code"":3221,""adm1_name"":""Delaware""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2007-03-09,2023-09-25
ccd0a85487149aa6727abe86d24ecfce,2006-0344-USA,2.0,,2400.0,,2400.0,,,,,7000.0,10580.0,66.16033056179792,"[{""adm2_code"":30736,""adm2_name"":""Crawford""},{""adm2_code"":30741,""adm2_name"":""Erie""},{""adm2_code"":30758,""adm2_name"":""Huron""},{""adm2_code"":30767,""adm2_name"":""Lucas""},{""adm2_code"":30791,""adm2_name"":""Sandusky""}]",2007-01-06,2023-09-25
b4a3e30c4635d296949525fab62aa012,2006-0374-USA,1.0,17.0,,150.0,167.0,,,,,16000.0,24184.0,66.16033056179792,"[{""adm1_code"":3218,""adm1_name"":""California""}]",2006-07-20,2023-09-25
de6db375a29af985762e9e81adaf6c5b,2006-0387-USA,164.0,,,,,,,,,,,66.16033056179792,"[{""adm2_code"":28914,""adm2_name"":""Stanislaus""}]",2007-03-18,2023-09-25
fd7faaaa0d786d6b906c5b3a80e234cd,2006-0413-USA,,,,,,,,,,100000.0,151148.0,66.16033056179792,"[{""adm2_code"":31269,""adm2_name"":""El Paso""}]",2007-01-06,2023-09-25
f62df667a88ef9dc59b514c25ebc326c,2006-0418-USA,1.0,,600.0,,600.0,,,,,,,66.16033056179792,"[{""adm2_code"":30762,""adm2_name"":""Lake""}]",2007-01-07,2023-09-25
13f982e50f4435e7f70edfb0564f90f2,2006-0427-USA,24.0,,,,,,,,,,,66.16033056179792,"[{""adm1_code"":3246,""adm1_name"":""New York""}]",2006-08-08,2023-09-25
a88bbaa31f00bec391c51bb2398fe1a8,2006-0461-USA,,,150.0,,150.0,,,,,15500.0,23428.0,66.16033056179792,"[{""adm1_code"":3215,""adm1_name"":""Alaska""}]",2007-01-07,2023-09-25
3448ee7afe70827f63025fb41e1a4bdd,2006-0466-USA,6.0,,140.0,,140.0,,,,,32860.0,49667.0,66.16033056179792,"[{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2007-01-08,2023-09-25
32e9ec1b01488719ea815339e40e82d8,2006-0546-USA,14.0,10.0,1200.0,,1210.0,,,,,,,66.16033056179792,"[{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm2_code"":28800,""adm2_name"":""Clay""},{""adm2_code"":28814,""adm2_name"":""Fulton""},{""adm2_code"":28827,""adm2_name"":""Lawrence""},{""adm2_code"":28850,""adm2_name"":""Randolph""},{""adm2_code"":28856,""adm2_name"":""Sharp""},{""adm2_code"":29688,""adm2_name"":""Calloway""},{""adm2_code"":29707,""adm2_name"":""Franklin""},{""adm2_code"":29727,""adm2_name"":""Jessamine""},{""adm2_code"":29754,""adm2_name"":""Mercer""},{""adm2_code"":29757,""adm2_name"":""Montgomery""},{""adm2_code"":31170,""adm2_name"":""Obion""}]",2007-03-15,2023-09-25
fb5a232b7f1a29316aee0bb91d67f9cc,2006-0566-USA,,,100.0,,100.0,,,,,,,66.16033056179792,"[{""adm2_code"":154734,""adm2_name"":""Valdez-Cordova""}]",2007-01-07,2023-09-25
f61c7997cea9e160ee43f9ae7fbb13f3,2006-0576-USA,4.0,1.0,,102.0,103.0,,,,,25000.0,37787.0,66.16033056179792,"[{""adm2_code"":28897,""adm2_name"":""Riverside""},{""adm2_code"":28901,""adm2_name"":""San Diego""}]",2008-03-28,2023-09-25
2742d01fbf18e6ee51098f4e318164e6,2006-0595-USA,12.0,20.0,,,20.0,,,62500.0,94467.0,95000.0,143591.0,66.16033056179792,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3216,""adm1_name"":""Arizona""},{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3255,""adm1_name"":""South Dakota""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2008-03-28,2023-09-25
cfdaa3b89254b0703bc2523ef8d1da0e,2006-0598-USA,2.0,,1500.0,,1500.0,,,,,,,66.16033056179792,"[{""adm1_code"":3251,""adm1_name"":""Oregon""},{""adm1_code"":3261,""adm1_name"":""Washington""}]",2007-01-07,2023-09-25
09cbaf88f6c143f386a74c1b58e02a45,2006-0642-USA,3.0,,,,,,,200000.0,302296.0,300000.0,453444.0,66.16033056179792,"[{""adm2_code"":30519,""adm2_name"":""Erie""},{""adm2_code"":30523,""adm2_name"":""Genesee""},{""adm2_code"":30536,""adm2_name"":""Niagara""},{""adm2_code"":30541,""adm2_name"":""Orleans""}]",2007-03-18,2023-09-25
d0ffe9a7f18f2bf397c43ac188c2fd2f,2006-0662-USA,,,,15.0,15.0,,,,,25000.0,37787.0,66.16033056179792,"[{""adm2_code"":28920,""adm2_name"":""Ventura""}]",2008-03-28,2023-09-25
7b0e6309b5e93b341fd8dcdbdd8b8cbd,2006-0704-USA,,10.0,3519.0,,3529.0,,,40000.0,60459.0,150000.0,226722.0,66.16033056179792,"[{""adm1_code"":3225,""adm1_name"":""Hawaii""}]",2007-01-03,2023-09-25
7383989cd00f6d1ec18eba543780dbb6,2006-0706-USA,,,600.0,,600.0,,,56000.0,84643.0,90000.0,136033.0,66.16033056179792,"[{""adm2_code"":29061,""adm2_name"":""Volusia""}]",2008-03-28,2023-09-25
101d4055d0c3e7e2bd1f06d82491d528,2006-0707-USA,,,,,,,,,,,,66.16033056179792,"[{""adm1_code"":3219,""adm1_name"":""Colorado""}]",2007-01-08,2023-09-25
