ImpactID,DisNo,Classification_Key,LocationID,ISO,Start_Year,Total_Damage(USD),Total_Damage_Adj(USD)
cfb3095aabecd8576f30fb845fc3222f,2004-0473-USA,nat-met-sto-tro,6dab3f46a54553c8c1ba065f296ca031,USA,2004,8000000.0,12905394.0
c585a29a866ea732857c122a82eb48c6,2004-0502-USA,nat-met-sto-tor,fe4bf0482434af2cef843b1582341536,USA,2004,2100.0,3388.0
cc3df082ef5206af44c004ff8a9e339b,2004-0572-USA,nat-hyd-flo-riv,704c7ab940171c820a7da95efc2a55a2,USA,2004,1000.0,1613.0
4b88cc98ae82518230f91d85be2f1c7f,2004-0675-USA,nat-hyd-flo-riv,611839669c874d3c42ab279196f2e377,USA,2004,500000.0,806587.0
59ea825a1194707a70e7407face6172f,2004-0731-USA,nat-met-sto-hai,89f9a0a70c4a4f88e7a6f946431960b1,USA,2004,,
0eabc29261e5fdf2049682d9efbd41e3,2004-0740-USA,nat-met-ext-col,5521f47a7e0c99ca24c918ee30c98ec1,USA,2004,,
691d1cd24ee466ba125b3edd587fc4f8,2005-0015-USA,nat-hyd-flo-riv,8b83291806e7b6d05e706c39ff41f206,USA,2005,200000.0,312048.0
dcb0a6fc21c0ab1f162e751e291f72f5,2005-0029-USA,nat-met-sto-bli,09211ccf51a2a1beed0e87f420d96839,USA,2005,350000.0,546084.0
fc0edaaa7b18ad7adb2dd085267248f5,2005-0103-USA,nat-hyd-flo-riv,6e2f022a3648c38d6702f718d57e481d,USA,2005,250000.0,390060.0
0236c7553030484c52b27000aae2c375,2005-0203-USA,nat-hyd-flo-riv,0ee059bb2ef925aa8d44095ffe11c897,USA,2005,30000.0,46807.0
8e5af6e9db32f012fabf521daf49b037,2005-0219-USA,nat-met-sto-lig,fc3f84450bdece7e465003f357665681,USA,2005,350000.0,546084.0
15a0e5299c44a440c32638c9a167fcbc,2005-0286-USA,nat-hyd-flo-fla,63267807c3c76d8004aea1696a53ea35,USA,2005,5330.0,8316.0
0a7364897d5af528b503a365740bb993,2005-0351-USA,nat-met-sto-tro,1f45482df19c9faab2a9100d4b549b39,USA,2005,2230000.0,3479333.0
2207abd0e2b40a03295078dbea23ff22,2005-0467-USA,nat-met-sto-tro,6461b0edb618d205706664c9d18e48b8,USA,2005,125000000.0,195029889.0
d0a737b9937595465c039bd4080dd166,2005-0530-USA,nat-met-sto-tor,c916bf3359acd301f94a8aa2bb47ac93,USA,2005,,
cbf4f30da5a1eef0e050fe616994286f,2005-0547-USA,nat-met-sto-tro,b040fef7fbbdce8f051d6e52ec474192,USA,2005,16000000.0,24963826.0
be76161b49e7156b523e8a2f5e4f0c54,2005-0553-CAN,nat-met-sto-sto,e37e7bb45ec25beceec5698bf76a012b,CAN,2005,,
53bd9a657e7aae52b45949e38bc7bc59,2005-0583-USA,nat-hyd-flo-riv,82d4e10b6a0d28668d70271f4316a10f,USA,2005,,
119ffe85f59c1a771908b8266be6a62b,2005-0585-USA,nat-met-sto-tro,d46a4b0183a12c7d6f349beb066a5c66,USA,2005,14300000.0,22311419.0
