ImpactID,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Total_Damage_000_USD,"Total Damage, Adjusted ('000 US$)",CPI
39821bb2bbdc0cfb0c2ea7b323818ddc,2.0,,,,,500000.0,710138.0,70.40886175693409
9b1a3dab2671ee21d6dae6b2e9950072,6.0,25.0,,,25.0,1500000.0,2130414.0,70.40886175693409
94b461b5ed53fe5587e0f72211a474b4,,30.0,600.0,,630.0,12500.0,17467.0,71.56359557518887
b3a03a19c862082c01cf17115e3fbe79,2.0,,,,,2000000.0,2794717.0,71.56359557518887
30f9eb9e2c2d24dcd239b10ae907cd49,1.0,,,,,500000.0,698679.0,71.56359557518887
eaad3bafb2789829e27ce513a7ad929e,,,,,,,,71.56359557518887
841b84d0670be45a234c791d290e0ec1,12.0,70.0,2700.0,,2770.0,,,71.56359557518887
047376e7a14fcf43f630f45bf9cab986,30.0,,8000.0,,8000.0,2350000.0,3283793.0,71.56359557518887
dbd261874f49c30c05de4480ef477436,5.0,58.0,,,58.0,2700000.0,3772868.0,71.56359557518887
af75a660dd904332382f73c952cea9c6,20.0,,,,,,,71.56359557518887
5dbcd2ccfc266616bd3661d5e3daabae,1.0,,,,,100000.0,139736.0,71.56359557518887
f93108e095c1b9931698ed65539c0527,8.0,,,,,,,71.56359557518887
2f6bf83a1b55a5f7551e4bd0851a1055,11.0,,,,,1500000.0,2096038.0,71.56359557518887
e66d2434ed3c418a2f85aeea1b6b9b37,,,1000.0,,1000.0,,,71.56359557518887
268854540539ff92eef5fbd58d919baa,,,,,,,,71.56359557518887
f33187677f4786add38d7dfe3a1be946,,,,,,,,71.56359557518887
81a3b07afd8e18f065ad7163bae18aea,8.0,13.0,,,13.0,,,71.56359557518887
e949e89534572b4b85555cd2393d74e7,20.0,100.0,,,100.0,,,71.56359557518887
04699ec4db7565b34fe59300cce4dc4c,20.0,,,,,,,71.56359557518887
0d685e3e0037d81314e2f33ab25df01d,39.0,,,,,1900000.0,2573732.0,73.82275085973603
aea0f6042759963dbf9392eb271e98aa,5.0,,2000.0,,2000.0,800000.0,1083677.0,73.82275085973603
d37c20556a659c997057a38658f88e4a,46.0,43.0,,,43.0,2000000.0,2709192.0,73.82275085973603
f014aae1d42ab46c6021e25e2c7654a6,2.0,5.0,,1300.0,1305.0,183000.0,247891.0,73.82275085973603
76a1974b95ca4a4fa10c417159f253ec,354.0,2200.0,,15000.0,17200.0,11000000.0,14900556.0,73.82275085973603
a4da5c9663ee3cbf24af4096e523fed7,1.0,,25000.0,,25000.0,,,73.82275085973603
edf9aa7139b0682f793113920412d311,176.0,1150.0,,,1150.0,14000000.0,18964343.0,73.82275085973603
16afdac2a509f1a54c222ca8ce412f84,11.0,,,,,,,73.82275085973603
07174c765b7c698cde24e904b6e15103,3.0,200.0,,,200.0,,,73.82275085973603
b0cd446e14c2b82a2df1d43ea4fb52d4,22.0,,,,,,,73.82275085973603
60dc6330b384a27a7f45fc02169a3e4b,1.0,20.0,,,20.0,,,73.82275085973603
900baf3c9fd2019527153d8871a6ba9b,1.0,,,,,,,73.82275085973603
b61f2a1e1bee4a92e82f151ea3528871,46.0,,370000.0,,370000.0,7300000.0,9888551.0,73.82275085973603
16c0ed1545c375a9d14415a5dec168c8,4.0,,,4800.0,4800.0,1000000.0,1354596.0,73.82275085973603
0235c085499ec7bf8e2b625bc9ba2228,2.0,,100.0,,100.0,,,73.82275085973603
f88695899d63c5d16652cadfbada127a,29.0,,,,,3000000.0,4063788.0,73.82275085973603
d0929e43ad73a0c93bba62a45d6fce91,15.0,,600.0,,600.0,750000.0,1015947.0,73.82275085973603
072f1b7c216f9494c1d2327c86a86471,6.0,,,,,,,73.82275085973603
74a4a56158e8d11ed06ca240e6c65300,11.0,,,,,,,73.82275085973603
18fb40946488ad6c258cf66018f3d3a8,10.0,,,,,,,73.82275085973603
c0a5e0906980ddf846e5c5f7588f63a1,9.0,,,,,3500000.0,4741086.0,73.82275085973603
2f4b0439020742cf0d867fd65f5144bd,9.0,,,,,4600000.0,6231141.0,73.82275085973603
67168ef6d2cb4f454a27db1f49dd164b,7.0,,,,,,,73.82275085973603
61dca09a0474c4ef2d8ce7569fd5a695,1.0,,,7000.0,7000.0,1500000.0,2031894.0,73.82275085973603
d90eeda261d198bda29c620ee920e411,2.0,,,,,200000.0,270919.0,73.82275085973603
f2deb6896dbd0891b50a5bdf641543e8,5.0,,,11000.0,11000.0,2000000.0,2709192.0,73.82275085973603
9cf79cb867ddc1b746ca3d5a8041ae76,,,,,,8000000.0,10836768.0,73.82275085973603
9329d05b15c8416168902d065f9459a6,2.0,100.0,,,100.0,175000.0,232248.0,75.35038570469574
a4109711ab602392b72da56cb83a994f,14.0,200.0,,,200.0,500000.0,663567.0,75.35038570469574
bb67908bc727c4cbd5e54d6aa3786160,41.0,400.0,,,400.0,5000000.0,6635666.0,75.35038570469574
170daca94cfbe6b110cb21c299b07c3c,,,1500.0,,1500.0,34000.0,45123.0,75.35038570469574
270272101811d5934ffe106ed3c4da27,,,3300.0,,3300.0,1550000.0,2057056.0,75.35038570469574
511887b00ab316512bd49ca15cea22d9,6.0,30.0,,267.0,297.0,1800000.0,2388840.0,75.35038570469574
d9e7757af50f212e9df58cd7025505a3,9.0,1.0,17000.0,,17001.0,210000.0,278698.0,75.35038570469574
8327ddf02080975f2b9d482404aebfdb,2.0,,300.0,,300.0,174000.0,230921.0,75.35038570469574
6c3f739c572a25bdbf2069f250c1f74b,123.0,,,,,,,75.35038570469574
2124ab8281a730644f634b2b53665d53,2.0,,,1038.0,1038.0,600000.0,796280.0,75.35038570469574
8f7557d27c911610130d35dd44ddba6c,1.0,,,,,,,75.35038570469574
4207a95d359d253152bda12de71b29cf,1.0,,60000.0,,60000.0,2000000.0,2654266.0,75.35038570469574
893f5687e035e17749f8924d884d51fe,54.0,,,,,50000000.0,66356661.0,75.35038570469574
c0a97b8837a6f2d8dffa1792af44731a,7.0,,,,,2000.0,2654.0,75.35038570469574
e947d02bb689a289228a0c7cb752cccd,,,,,,,,75.35038570469574
d2bfdf79df1907c2662f1d7e9c193809,17.0,,,,,100000.0,132713.0,75.35038570469574
0e19bcd448397a58fb3e9b5f052c138d,28.0,,,,,4000000.0,5308533.0,75.35038570469574
50061edefafa01c43e9cc984fa88c632,1.0,,1809.0,,1809.0,200000.0,265427.0,75.35038570469574
778231b184dbf375d29c35b7077bf240,1.0,100.0,,,100.0,4500000.0,5972099.0,75.35038570469574
7d76c2f3069c5d19998a80e3b8eb1349,3.0,1.0,,,1.0,100000.0,132713.0,75.35038570469574
fb5058ba5ad5ae9daeb46bec299da1ca,,,,,,3400000.0,4512253.0,75.35038570469574
ac3e5420ae2a49048cdcb0ac958ba094,,2.0,,,2.0,1400000.0,1857987.0,75.35038570469574
517f909af4ac3ed4ddb3c269fb0da3e5,,3.0,9000.0,,9003.0,1900000.0,2521553.0,75.35038570469574
5fc9bf275de795492a33544dc7e37a4f,1.0,,,,,700000.0,928993.0,75.35038570469574
88f7a0c9393d5c7ac962ceab3d7fbedc,5.0,,,,,210000.0,278698.0,75.35038570469574
bc9d44d667275a5db13888a3cd195d4f,,,,,,1050000.0,1393490.0,75.35038570469574
2616f219302a8015dc4fae5eeef26d70,,,,,,,,75.35038570469574
bc1c43b7cabab1e717ba082a3eeed1cb,,,,,,20000000.0,26542664.0,75.35038570469574
b3b90f12f647ce60bd3f896f31115244,3.0,18.0,1089.0,,1107.0,300000.0,392392.0,76.45414598516298
3cb21d8740f743b11f5c75ea268703ac,15.0,,,,,100000.0,130797.0,76.45414598516298
6fb5b0320b2429dfe75611f3046ef031,1.0,82.0,4800.0,,4882.0,100000.0,130797.0,76.45414598516298
efc51e7badfe2eb492e6d1d6fb23b861,4.0,,,,,1600000.0,2092758.0,76.45414598516298
e77b7f0d08ad0e3c0abbda9bbe50a4ee,3.0,,,,,1100000.0,1438771.0,76.45414598516298
b79442bdfe58a2bc87fe867eddac49a5,29.0,450.0,,,450.0,3100000.0,4054718.0,76.45414598516298
684be4d285eef07011fdfc13df9ba3f7,6.0,100.0,,600.0,700.0,300000.0,392392.0,76.45414598516298
2ecf55a80bc5339b3a4eb66ac74edd6f,27.0,150.0,170000.0,,170150.0,2100000.0,2746744.0,76.45414598516298
90007a2888e7407aa88e4aac1721ca17,4.0,,100000.0,,100000.0,5700000.0,7455449.0,76.45414598516298
a6f05d834baff195028fadcc53bfd333,,8.0,12.0,90.0,110.0,21400.0,27991.0,76.45414598516298
17c2bdfa74dae559507802997fe3a8e7,2.0,,84.0,1533.0,1617.0,500000.0,653987.0,76.45414598516298
44a018c2bfd8f6fbbed29cc8ab13ae39,4.0,,,,,900000.0,1177176.0,76.45414598516298
36d234c5ae2f5e04e86cba7bbd50fc19,19.0,,,387.0,387.0,2000.0,2616.0,76.45414598516298
97100c88389ab47537d30284df028994,2.0,,1425.0,,1425.0,25000.0,32699.0,76.45414598516298
f68b8795e4e5ea23cbfecad3d28132a4,3.0,,6000.0,,6000.0,25000.0,32699.0,76.45414598516298
c7fcf25f333eaba05ee99d602fd69402,3.0,,300.0,,300.0,2000.0,2616.0,76.45414598516298
cb1a7c73e398471b6f8820f14e183fc6,5.0,,300.0,,300.0,325000.0,425091.0,76.45414598516298
4c8b2190973931fb2c34c3ee531e75b5,,3.0,,33.0,36.0,175000.0,228895.0,76.45414598516298
0bbb50b1a2179aa5edb1178dd6f05074,,,,,,300000.0,392392.0,76.45414598516298
ce1d217199cd5ae515758a9e4c07e581,9.0,,16500.0,5400.0,21900.0,1900000.0,2485150.0,76.45414598516298
54a7bda90766f22f96e597190a53b2e1,1.0,6.0,15.0,204.0,225.0,10000.0,13080.0,76.45414598516298
9f63a7525fd8d2fdc7cb9aef54feafa2,11.0,185.0,,,185.0,1300000.0,1700366.0,76.45414598516298
5c90eec60636ed5f497bf0e02f84c766,14.0,,,,,2000.0,2616.0,76.45414598516298
0edf28661736743c8a1e8a58c8afb520,4.0,,4800.0,,4800.0,,,76.45414598516298
2cba8d11f304faa322101b11c25afe60,10.0,,,,,200000.0,261595.0,76.45414598516298
a3af53993a750938a47be7c6775efc51,19.0,,,,,200000.0,261595.0,76.45414598516298
ece905efa688f41a260399863732aefd,2.0,,,,,2200000.0,2877542.0,76.45414598516298
418834fbf4a5b767a9fab4b81927ef71,20.0,,,,,100000.0,130797.0,76.45414598516298
c35ced69ed8595b12ff407796db43e09,5.0,,,,,,,76.45414598516298
0486319196180b1adeb39d6898554251,1.0,,,,,1100000.0,1438771.0,76.45414598516298
fd8c0b4a3e92c59303547ebccc594af3,,,,,,1410000.0,1844243.0,76.45414598516298
6ac46e5ebdbabfcdb9e116c7e790b70c,,,,,,,,77.69440613455986
1ff4bec4d8e662b52b6336a4dd892c9e,21.0,,,,,2500000.0,3217735.0,77.69440613455986
b49bea4d135475df6270ebeb37455580,9.0,,,,,250000.0,321773.0,77.69440613455986
dc45cd128b2a16f576286ffe7c92c9bb,16.0,,,,,210000.0,270290.0,77.69440613455986
4f14cdfbe90b8f1c37e6086bd1e6dc9f,13.0,,,,,250000.0,321773.0,77.69440613455986
c21540149c8de93a02a26fe19588b313,25.0,,,,,750000.0,965320.0,77.69440613455986
27bf83a32478721a94b1c300b077183e,43.0,,,150.0,150.0,20000.0,25742.0,77.69440613455986
6f33fba30cc0fb5afdc5cc8af8ef4a69,12.0,,,,,2000.0,2574.0,77.69440613455986
1924274af92777d57ec71f19cb83a551,40.0,15.0,,,15.0,2000000.0,2574188.0,77.69440613455986
433d35dbd6f7401e04280d5ceed1b640,2.0,,429.0,,429.0,100000.0,128709.0,77.69440613455986
60a033e91b34ab6387ccc57748b99537,,,,,,3900000.0,5019666.0,77.69440613455986
f8b81c4a26389c29518deecc316a69f9,,,300.0,,300.0,270000.0,347515.0,77.69440613455986
b2ce4840f065088992f1db623e92aed0,1.0,,834.0,,834.0,66000.0,84948.0,77.69440613455986
4c76000edf627d0561b10f93dc539662,2.0,,102000.0,,102000.0,1600000.0,2059350.0,77.69440613455986
4138b201f852c97feaa20ebc35074e8e,1.0,250.0,3000.0,,3250.0,700000.0,900966.0,77.69440613455986
0216e613baaee59db391273a4fff4a2c,,4.0,6900.0,,6904.0,129000.0,166035.0,77.69440613455986
f9e89f76d74b67eefbdba5771e08d77e,2.0,,,,,170000.0,218806.0,77.69440613455986
c94c8f3b622748555653e5b38660286b,13.0,,,,,100000.0,128709.0,77.69440613455986
af2ffc432c6ccc2e37e6646a6a8ba31a,3.0,,,30.0,30.0,,,77.69440613455986
74c41534b171fb1d7ff2f636fafaa25a,,,40.0,,40.0,90000.0,115838.0,77.69440613455986
f8fc3d57f44f5f21688f27e60a91ff2e,2.0,36.0,,,36.0,1600000.0,2059350.0,77.69440613455986
7739a6d5d3c1e22155c2e2a77cb07701,,,,,,2200000.0,2831607.0,77.69440613455986
e1dc7bb757936d86470b2c86405224a4,15.0,,,,,100000.0,128557.0,77.78656765992335
14b6fe550d378d81746ce1a26fa8f061,2.0,,,,,80000.0,102846.0,77.78656765992335
98a2413628738f1aaa1359539a568b9a,10.0,,,,,100000.0,128557.0,77.78656765992335
83ecc35e8b392c5ec4b0b38d832ff7a1,22.0,,,,,150000.0,192835.0,77.78656765992335
42ee844e55520cd7a69fa4cbe73f8546,30.0,,,,,3000000.0,3856707.0,77.78656765992335
82fb25127b0cc69b0c943597ac190596,13.0,,,,,170000.0,218547.0,77.78656765992335
d8465188b55bd580d537ba772fd3ef82,1.0,12.0,3300.0,,3312.0,500000.0,642784.0,77.78656765992335
c1cdc7cdac590cdc7b65629b79a7b04d,3.0,12.0,,,12.0,1400000.0,1799797.0,77.78656765992335
475a11bd3d3a0d2992559fbb37083de9,4.0,12.0,,,12.0,950000.0,1221291.0,77.78656765992335
6e545f75199ed7f3e1b77fcd5d9c248d,6.0,,,,,1000000.0,1285569.0,77.78656765992335
9f11493b179ca834736b913e1eb94363,1.0,40.0,,,40.0,160000.0,205691.0,77.78656765992335
4efc61fbca5179613750fa8caf57994d,16.0,,12000.0,,12000.0,,,77.78656765992335
57b620e28553772285cdc485504288cf,4.0,,,,,1400000.0,1799797.0,77.78656765992335
2fffe87a4260ee3c850942e107dae5bf,32.0,,12000.0,,12000.0,2700000.0,3471036.0,77.78656765992335
b28b5316ece25d11a6ad0c1ff5f4b23b,,,,,,650000.0,835620.0,77.78656765992335
0b6d47a84baddb61dc32dc9525d8029f,,,13000.0,36.0,13036.0,,,77.78656765992335
8dda9a46d2d17e271ae9c9388f088c78,1.0,,,129.0,129.0,2000.0,2571.0,77.78656765992335
61e06c34f55aae4d3475f5c5f2985e21,4.0,,,,,700000.0,899898.0,77.78656765992335
d8de001bcaade4e0cbf51401db0c2812,,,600.0,,600.0,100000.0,128557.0,77.78656765992335
e740ae8ab0030e865a2ce76ce71b894b,4.0,40.0,,,40.0,950000.0,1221291.0,77.78656765992335
c592e3669c174e02ffb7e5daa510233b,4.0,8.0,600.0,3900.0,4508.0,150000.0,192835.0,77.78656765992335
291538bc335d2f522603e8a6d9c2a056,4.0,,,7302.0,7302.0,1400000.0,1799797.0,77.78656765992335
2e9de337d05556b13e2f76eddd5f3228,19.0,,,,,2000.0,2571.0,77.78656765992335
4d2b5da126a94a0e640736e65c2e2423,25.0,,800.0,,800.0,2000000.0,2571138.0,77.78656765992335
9ba25b07fef19c89333d0a6617342d20,6.0,,,,,270000.0,347104.0,77.78656765992335
df3630cb5ab8488bce13bce2ecb439b4,18.0,,300.0,,300.0,140000.0,179980.0,77.78656765992335
0230c7c34fff82f6bddeeacc0f229f89,50.0,60.0,,,60.0,2000000.0,2571138.0,77.78656765992335
b144a0dabd0a26e65509a0c992552b3e,31.0,50.0,4000.0,,4050.0,600000.0,771341.0,77.78656765992335
356ae48cdc6033c05b85ac981ae46611,3.0,,,1425.0,1425.0,400000.0,514228.0,77.78656765992335
eb676f9c15c0fad26f666543c2efb9e4,,,,,,4500000.0,5785060.0,77.78656765992335
25fd72534368b3ba7457f54364ed5908,50.0,12.0,85000000.0,,85000012.0,550000.0,698254.0,78.76792299752094
b808220f16a0a699c35e6b7a775f6e58,,,,,,125000.0,158694.0,78.76792299752094
19a726817dc1e6d583ad8453d61bcc2f,10.0,12.0,,,12.0,1200000.0,1523463.0,78.76792299752094
aae82698ac2cbb2f3901417ac3f6d921,7.0,,,,,1600000.0,2031284.0,78.76792299752094
2fc71fc5f6e7c98f58de9593a31ae76b,1.0,,,,,1200000.0,1523463.0,78.76792299752094
29b530350dd38c589d966858eb85202f,,,300.0,,300.0,2300000.0,2919970.0,78.76792299752094
0e85852e4d3ed9b5ebb89124eb682bc2,1.0,,3000.0,,3000.0,3900000.0,4951254.0,78.76792299752094
6fd952fdfaaa50035a79fdaad116bc18,9.0,,21000.0,,21000.0,2000000.0,2539105.0,78.76792299752094
b55a7505cdc9afb5bcf09bdddc340590,6.0,,,,,2400000.0,3046926.0,78.76792299752094
13eb40861d1eca800b09f79864ac84ea,2.0,10.0,,,10.0,1700000.0,2158239.0,78.76792299752094
a12946d410a223f4941b7107b3107604,11.0,,,,,,,78.76792299752094
42c8ab3598e96674da52b38b5e5a7f16,,,88000.0,,88000.0,4000000.0,5078209.0,78.76792299752094
540fd5061d78444eb905a0e47e322fd4,9.0,12.0,,,12.0,1100000.0,1396508.0,78.76792299752094
5dcab1e11887b961437c84133ef1d0e8,15.0,,,,,300000.0,380866.0,78.76792299752094
d2a65d3e22caebb3b41ffb97ba58dc09,25.0,,2000.0,,2000.0,1000000.0,1269552.0,78.76792299752094
742c7e791b25790c5ea8845a72d38739,,,36.0,855.0,891.0,150000.0,190433.0,78.76792299752094
79ce18ed318c2537eea43f53bb76ae4c,,,300.0,,300.0,,,78.76792299752094
925c16a7fbc32c5f445e7332643a9581,2.0,,420.0,,420.0,50000.0,63478.0,78.76792299752094
a644825b478d1989e5c80a1c3e3fc40e,13.0,,70000.0,,70000.0,10000000.0,12695523.0,78.76792299752094
57f9b6a5d04ea523672781f47077051f,,,,567.0,567.0,100000.0,126955.0,78.76792299752094
f983c08a6a3be1caadca3477b4e8baeb,3.0,,13500.0,570.0,14070.0,600000.0,761731.0,78.76792299752094
7f57728f91da259792880e6549b96c8a,1.0,,,,,550000.0,698254.0,78.76792299752094
13873dc5df87944447473d6372baf43d,49.0,,,,,10000000.0,12695523.0,78.76792299752094
6301bb113ae431f5caced8eb00507680,14.0,191.0,,6383.0,6574.0,1200000.0,1523463.0,78.76792299752094
a2229c963c674d7f5ec97384fd951f14,8.0,33.0,,,33.0,275000.0,349127.0,78.76792299752094
672d9207926ad3ce52a32f4d5fe573b9,,,120.0,,120.0,20000.0,25391.0,78.76792299752094
2e74f5d583efcd93e4f7f2a7643c3be2,22.0,,,,,100000.0,126955.0,78.76792299752094
7085dfd45915391ccf86586862f8a69a,6.0,19.0,,,19.0,,,78.76792299752094
e06e04bb222ccdc55aca860689a2e860,5.0,,,,,2300000.0,2919970.0,78.76792299752094
ef7d90d8e476c3dcb7e82823c0fa4f0d,24.0,200.0,,,200.0,1100000.0,1367381.0,80.44577926194549
dc2674fc8a73882a8f3bb2d4c1a27d6e,3.0,,,,,400000.0,497229.0,80.44577926194549
be163e749744e3d857c18c33071e29d0,,,300.0,,300.0,,,80.44577926194549
bd614c758a99485511c162f2395c920a,5.0,,200000.0,,200000.0,1500000.0,1864610.0,80.44577926194549
b311bbef7bd6e4d1e9135b5d0cbd8f23,4.0,12.0,600.0,,612.0,1900000.0,2361839.0,80.44577926194549
6e21ac2d03806ef42e57ba151076b423,11.0,12.0,,,12.0,1000000.0,1243073.0,80.44577926194549
027d94c81aef10eba7cb57e9e94ba8ba,2.0,,16113.0,,16113.0,200000.0,248615.0,80.44577926194549
780221095d38683df151ddb5bdb452c2,20.0,70.0,,,70.0,1700000.0,2113225.0,80.44577926194549
5ce16fc5b6a70dbb7bf3e0479173acb7,,,,,,3100000.0,3853527.0,80.44577926194549
cac713df7984523d4e74ce684c48c5e2,2.0,16.0,90.0,,106.0,1400000.0,1740303.0,80.44577926194549
cb9c6f09289246fcf519055a0d93d0bf,,,9.0,147.0,156.0,,,80.44577926194549
6f3d225e0767cf89a21586736d0763ee,,2.0,,,2.0,2000000.0,2486147.0,80.44577926194549
438bf8d9bbd1e703b7aeb632a9c8c9ff,,,43441.0,,43441.0,,,80.44577926194549
eb0d5daef0a22fa81aa4b0ba020b4119,10.0,,,,,,,80.44577926194549
7bfe484eebaa682c1bde9e2a2b6cd869,,30.0,600.0,,630.0,200000.0,248615.0,80.44577926194549
5caa65f0254ebb50989cbce2b5e31026,88.0,24.0,555000.0,27000.0,582024.0,95000000.0,118091963.0,80.44577926194549
2b100119214110fc01d511ab2e741315,97.0,,,70000.0,70000.0,57000000.0,70855178.0,80.44577926194549
6ce1e2a38bb8c4dfe24fd685bf3d053d,4.0,,,,,,,80.44577926194549
f73e84c33b301a291251a22e0056bcd8,,,60.0,,60.0,250000.0,310768.0,80.44577926194549
28c91048ff0d96cf179c58f87af414ef,43.0,185.0,,9000.0,9185.0,13000000.0,16159953.0,80.44577926194549
051f0c3b71a40da2c2212ec06f1a194d,,,3000.0,,3000.0,,,80.44577926194549
183ccd4ef4927dbb03d21a3195e44001,2.0,2.0,,2961.0,2963.0,2200000.0,2734761.0,80.44577926194549
0dc50107edeb39853e5cb93bd108fd0f,,8.0,120.0,12.0,140.0,260000.0,323199.0,80.44577926194549
ac9f2ca42dbb00c63062c2b843ed94ca,22.0,,,,,1100000.0,1367381.0,80.44577926194549
de9a9f930b7b2e1d82b8e10ea9635dbc,2.0,15.0,600.0,,615.0,2200000.0,2734761.0,80.44577926194549
43ade195e407a0f5d4b4f612f5ed9d53,1.0,,,,,2700000.0,3356298.0,80.44577926194549
1196bbeedff6d48402a209b33e38b806,,,,,,2500000.0,3107683.0,80.44577926194549
bff9ba5090604c29149a05983c1ea4cb,21.0,28.0,1338.0,,1366.0,900000.0,1092092.0,82.41066796103514
10ecffa04ec939559b3a81931f554f9d,22.0,,,,,1000000.0,1213435.0,82.41066796103514
9944487494f2a8e797a5e804118ef286,10.0,,,,,50000.0,60672.0,82.41066796103514
2d3de2de8e78f603c5815b8c61fc8152,9.0,,,,,2300000.0,2790901.0,82.41066796103514
6ef3ed89b6bb50214118543e7651b74f,3.0,,,,,1300000.0,1577466.0,82.41066796103514
38c34d088f3dc140bc5e92d67310bbcf,,,1596.0,,1596.0,125000.0,151679.0,82.41066796103514
bac1e7da3aa5462d775a96f640e680b3,,,2500.0,,2500.0,500000.0,606718.0,82.41066796103514
87c6a2714c70474dfc18dfea088ac6be,,,4000.0,,4000.0,,,82.41066796103514
a0a80ecb5a98596b61feb06cca6cf98a,5.0,,,,,125000.0,151679.0,82.41066796103514
77b74f825cb8b180b01880e037ccfefd,70.0,,,,,,,82.41066796103514
d27ab4ca32a287b3807306a4cf02d4e5,5.0,,75.0,,75.0,1450000.0,1759481.0,82.41066796103514
731ac94bb447b59fbda419e808f8c384,14.0,,,3237.0,3237.0,1000000.0,1213435.0,82.41066796103514
5df94dd394855d226440a868ef2f41df,,,,,,1500000.0,1820153.0,82.41066796103514
5cfa17e63522d94c70e4f4d016086502,,,3000.0,,3000.0,,,82.41066796103514
983626bdb310746ff4c9e27b6fdb72c5,2.0,,,,,250000.0,303359.0,82.41066796103514
075b6e189397b5f655cb04b245e51665,53.0,,1500000.0,,1500000.0,14000000.0,16988092.0,82.41066796103514
7f2eddfd434919f34261bb4377bb5dd4,,18.0,,,18.0,1000000.0,1213435.0,82.41066796103514
272ef96eb13f0d0e1aa1e5df16990de7,,30.0,900.0,,930.0,325000.0,394366.0,82.41066796103514
cba97325a0312677b92c0d5f7786b48b,49.0,,5000.0,,5000.0,16000000.0,19414962.0,82.41066796103514
2a703ac72d5ab95a79ef7bc4a7038150,88.0,,250000.0,,250000.0,16500000.0,20021680.0,82.41066796103514
eec45ee6df9227c27762b33944596e91,5.0,,,,,400000.0,485374.0,82.41066796103514
3a702141d24af0ebbd418bddc93f0ad4,2.0,,,,,150000.0,182015.0,82.41066796103514
cccc81b0a819673e6c3ffa53e3cdcc8f,2.0,3.0,,,3.0,5200000.0,6309863.0,82.41066796103514
27add31b5c0a28b43180a1bb2474e7da,,,,,,3000000.0,3640305.0,82.41066796103514
139fb921e46b598fd2c3d559135011f7,13.0,57.0,,,57.0,,,83.90417006010567
ee3676d590417443c4bb2a9214caa930,10.0,,,,,100000.0,119184.0,83.90417006010567
35c8072cb18eab36c4cd0bd0e639b7fa,22.0,,,,,,,83.90417006010567
f9c6574b58d6661093f44861e93968c5,28.0,90.0,,,90.0,190000.0,226449.0,83.90417006010567
78956f793bf7467255247b56c1dfd5fc,1.0,,6000.0,,6000.0,,,83.90417006010567
933cbcc40d27b06d834af439a8137341,2.0,12.0,,,12.0,1200000.0,1430203.0,83.90417006010567
9194135692ea265cc42518900db9eef4,1.0,,8000.0,,8000.0,,,83.90417006010567
dddda0f3500f5a1961106b85c7c944f6,5.0,,2000.0,,2000.0,10000000.0,11918359.0,83.90417006010567
68b031386dc78a5a4007cc2606553923,8.0,12.0,,165.0,177.0,1300000.0,1549387.0,83.90417006010567
d4cc548ae41f7d440db354195c53a97d,1.0,,19500.0,,19500.0,800000.0,953469.0,83.90417006010567
40bdc17e24c42655451c94c4f6e55f0e,5.0,,,,,,,83.90417006010567
da2324deacc9bc74f357646d4929da78,3.0,150.0,,,150.0,,,83.90417006010567
3bee7822da487a066921d10ccc3f1566,,,150.0,,150.0,200000.0,238367.0,83.90417006010567
e13fb1e6fa71b726eda8c5e1f20330ff,3.0,,600.0,,600.0,,,83.90417006010567
c796c9ebddec2b11ed1fa3631135e1ef,1.0,,,,,600000.0,715102.0,83.90417006010567
f39a6ab397aa28ba0fb4387910e45dfd,10.0,,,,,1600000.0,1906937.0,83.90417006010567
458be1709fd9e9a88fb12f9ee3f5c607,5.0,,1000.0,,1000.0,3500000.0,4171426.0,83.90417006010567
7b31655f759866993c62f32c4695e9f0,4.0,,,,,2600000.0,3098773.0,83.90417006010567
bd01817458a4739d35cb53e2053cf0a5,3.0,12.0,312.0,279.0,603.0,325000.0,387347.0,83.90417006010567
a39b8141b98cc114882d3c42313922f7,,2.0,660.0,,662.0,1300000.0,1549387.0,83.90417006010567
8089eabf9abf30e2c4443d5ab16762d7,1.0,,,,,275000.0,327755.0,83.90417006010567
e2ee60e62f15375a8d80b0d97edbbe48,10.0,,,,,,,83.90417006010567
e96430a88c8fc0a3be803b935d85485a,18.0,,,,,235000.0,280081.0,83.90417006010567
2bdb47f96b1829f389a3799117aef6a9,10.0,,,,,1200000.0,1412775.0,84.93919812938861
23c7c2ac15e4e07c64367004d7dbe70f,25.0,300.0,12000.0,,12300.0,2500000.0,2943282.0,84.93919812938861
17462ce01e7085e23c3714661fbf4f7b,,,3000.0,,3000.0,175000.0,206030.0,84.93919812938861
2583f68364cf3fa27a011aad873609b2,38.0,200.0,,,200.0,3500000.0,4120595.0,84.93919812938861
1f64ac3df0e724fa501681d19f536bff,3.0,31.0,,,31.0,1400000.0,1648238.0,84.93919812938861
16eba42d99c59bb5d6dab21147f27e7a,,,,,,2900000.0,3414207.0,84.93919812938861
671e7abe7fddde842f3802201dcfaf29,1.0,,12936.0,,12936.0,1300000.0,1530507.0,84.93919812938861
9decca4c4bafab802f4142e8a76a1996,1.0,,10000.0,,10000.0,2100000.0,2472357.0,84.93919812938861
ebd727c32920f6c4d1c1c0218acca2a0,1.0,,,,,325000.0,382627.0,84.93919812938861
e6fe9486f92bed00a9b63ae606c1bdde,2.0,,,,,850000.0,1000716.0,84.93919812938861
0057db8dbffd10eecd063a2b88e58521,,,60000.0,,60000.0,1200000.0,1412775.0,84.93919812938861
