ImpactID,LocationID,Classification_Key,DisNo,ISO,Total_Deaths,No_Injured,No_Affected,No_Homeless,Total_Affected
6b3811396ebc251cd6ba3ff03b8087ab,413d0bc466a4675af7991a2c59e0c87e,nat-met-sto-tor,2006-0128-USA,USA,10.0,42.0,0.0,0.0,42.0
42649e0a153ebf81f03ffe0157f27ec3,17b5e63af206976a6f8d12434273b664,nat-met-sto-hai,2006-0161-USA,USA,28.0,36.0,3600.0,0.0,3636.0
6eaa319ec0800ba0e2967ed1adb604f7,57fdd16e93b00e1f2693a9df159c01dd,nat-met-sto-hai,2006-0171-USA,USA,12.0,160.0,465.0,0.0,625.0
73b6fe362359dd80cb5b5abbb15a7c0c,3d3f99f24438f294efdb2aa9f5b502a5,nat-hyd-flo-riv,2006-0180-USA,USA,1.0,0.0,600.0,0.0,600.0
a7e13cc6d9cf46e2b50df89688f76455,79cd23877f3a08f5b230696886f225c2,nat-met-sto-lig,2006-0257-USA,USA,1.0,0.0,600.0,0.0,600.0
d4e88f859caa7c4f9bf411ac2da05f6b,d1f497eca13063f8f5d8aa9e19d47b27,nat-hyd-flo-riv,2006-0260-USA,USA,2.0,0.0,2500.0,0.0,2500.0
add2955d86089b2a2447c2e14b82e1af,868a030a4530425dc66b8caba4aef6e4,nat-hyd-flo-riv,2006-0269-CAN,CAN,1.0,0.0,400.0,0.0,400.0
51a1544eb1446b4c87dc98cfde26d622,02c278dd833f6bec06a2d46aec6cbc11,nat-hyd-flo-riv,2006-0341-USA,USA,11.0,0.0,65000.0,0.0,65000.0
ccd0a85487149aa6727abe86d24ecfce,01a30d550084467082de1f6e61ce92d3,nat-hyd-flo-riv,2006-0344-USA,USA,2.0,0.0,2400.0,0.0,2400.0
b4a3e30c4635d296949525fab62aa012,083f22be571aaad4489547fc6a01cb9d,nat-cli-wil-wil,2006-0374-USA,USA,1.0,17.0,0.0,150.0,167.0
f62df667a88ef9dc59b514c25ebc326c,036cdb5f1e4d96c8684adcda3a2d302c,nat-hyd-flo-riv,2006-0418-USA,USA,1.0,0.0,600.0,0.0,600.0
3448ee7afe70827f63025fb41e1a4bdd,feea5fd2b516c536eefbeecffde62c4b,nat-met-sto-tro,2006-0466-USA,USA,6.0,0.0,140.0,0.0,140.0
32e9ec1b01488719ea815339e40e82d8,e891139c469b2338b302f8e76ff8da8d,nat-hyd-flo-riv,2006-0546-USA,USA,14.0,10.0,1200.0,0.0,1210.0
f61c7997cea9e160ee43f9ae7fbb13f3,e7ec26152a6151b6be187f3fbf1f81bd,nat-cli-wil-lan,2006-0576-USA,USA,4.0,1.0,0.0,102.0,103.0
2742d01fbf18e6ee51098f4e318164e6,a9acd0eb70e19174c157883f74a1a0d0,nat-met-sto-tor,2006-0595-USA,USA,12.0,20.0,0.0,0.0,20.0
cfdaa3b89254b0703bc2523ef8d1da0e,6a399b59daf6aca03d3daecac225189d,nat-hyd-flo-riv,2006-0598-USA,USA,2.0,0.0,1500.0,0.0,1500.0
df00352ea983842e8f14c91076c073ef,4df92ea4b06628c7da30cd1e83a65e12,nat-met-sto-sto,2007-0026-USA,USA,65.0,220.0,0.0,0.0,220.0
4008a2bb1ce0f7d0e3378f6051c96a63,85b355f9102d3005cf7fdd36fad724e9,nat-met-sto-tor,2007-0048-USA,USA,20.0,0.0,6600.0,0.0,6600.0
5d85facf84feb89e3e2aba6bf611a44a,baeb5b99726dcf963f52b79e6d4848a5,nat-met-sto-tor,2007-0083-USA,USA,20.0,20.0,0.0,0.0,20.0
5b5e54b26d239e94b53e53f649d087ce,d3ba5c2881c151d919de91b31db083ed,nat-met-sto-tor,2007-0156-USA,USA,10.0,80.0,0.0,200.0,280.0
b0d8cb204a10af50f66a00ed43807085,68b5f8aee1b929a1c215afdbddf14fe9,nat-hyd-flo-riv,2007-0173-USA,USA,8.0,0.0,100.0,0.0,100.0
b3074efb5023267f6952e5aecec4b8c6,1b380ca2b8b0e7b010f846f2d3528b5d,nat-hyd-flo-riv,2007-0244-USA,USA,8.0,0.0,5000.0,0.0,5000.0
010d7b76b69ebcfedd3d7bd845872f73,b0345d5156ee806c94a6dcd76da145e1,nat-hyd-flo-fla,2007-0251-USA,USA,4.0,0.0,120.0,0.0,120.0
96781c9aa0fa886c7911fdfb065e1655,d24d8561a6cc974af9f3ed2505e69993,nat-hyd-flo-riv,2007-0254-USA,USA,10.0,0.0,750.0,0.0,750.0
def7ab912fefada57dba7faaf63724db,d8cf4223fb2b2554266cb5ecc54952e2,nat-hyd-flo-riv,2007-0383-USA,USA,26.0,40.0,2800.0,0.0,2840.0
59d0559f78d93043b54ac9d0a9cfa75f,54468aa7e43591652bd3c19ed855676a,nat-cli-wil-lan,2007-0519-USA,USA,8.0,64.0,640000.0,0.0,640064.0
f7e8dec458bf334683ea4b1eb494e455,6a399b59daf6aca03d3daecac225189d,nat-met-sto-sto,2007-0581-USA,USA,17.0,28.0,1100.0,0.0,1128.0
d54c9611f4e90c34bd73d16667c02379,7a1c76cc63416a024ad79ce87e8ce0ca,nat-met-sto-sto,2007-0641-USA,USA,24.0,2.0,0.0,0.0,2.0
5dbc95d81649d22180112622de7231ab,3b30b784c03aec0e8887aea57022fad8,nat-met-sto-tor,2007-0662-USA,USA,12.0,40.0,0.0,0.0,40.0
513dc1ee3f1746d920e7d4f0fe4a1388,b8290817d27329dd8dcfed4a7cb79f9f,nat-met-sto-sto,2007-0689-USA,USA,4.0,27.0,0.0,0.0,27.0
54c82978bf99035807bad015e6686afb,0db346881889745a86421ab417c5d3e4,nat-hyd-flo-riv,2008-0010-USA,USA,2.0,0.0,1500.0,0.0,1500.0
5a6b032099bec89c31d33db0daa39c82,24c624409eb227701e268f551c5e43e6,nat-met-sto-tor,2008-0039-USA,USA,59.0,150.0,0.0,0.0,150.0
717b65aa303291e2e6c2389a15276114,69db845d13f31820e859d62de218c4a3,nat-met-sto-tor,2008-0115-USA,USA,2.0,27.0,150.0,0.0,177.0
7da9b938aa0cdffb77e889404987aa6f,cd09ad30433c4e0231deeeb467a09e97,nat-hyd-flo-riv,2008-0131-USA,USA,18.0,0.0,1000.0,0.0,1000.0
c78cfa8db331d1b63a89a61cfd9090d0,ccfba0890a0c24b9ada73b8892c8b634,nat-met-sto-tor,2008-0194-USA,USA,22.0,150.0,0.0,0.0,150.0
c234e4082fcc2c7f07d8a8692d123520,97a3124c09661d547cf5610d837d15de,nat-met-sto-tor,2008-0210-USA,USA,7.0,70.0,0.0,0.0,70.0
96b130cfff5bb3b68befd255a99240d4,083f22be571aaad4489547fc6a01cb9d,nat-cli-wil-for,2008-0253-USA,USA,1.0,0.0,0.0,300.0,300.0
5338a235135878436375a757caec7cef,8527402ca9a4d1f83181d71f0dce3f53,nat-met-sto-tro,2008-0338-USA,USA,12.0,0.0,400.0,0.0,400.0
1cd57e48149b40940dadc2f1009c9e07,d6853d3d1ae2bd8f0547be6f2356eee7,nat-met-sto-tro,2008-0352-USA,USA,43.0,0.0,2100000.0,0.0,2100000.0
9b79637463663f5136488f42d60b429d,9f606dd41fcca8e5bc75dace5369fb32,nat-met-sto-tro,2008-0384-USA,USA,82.0,0.0,200000.0,0.0,200000.0
a5c3f0f6abf63b502e2618b0a12a37dd,dace50cf686e65ac2ee1ce7519f1bc35,nat-hyd-flo-riv,2008-0627-USA,USA,24.0,148.0,11000000.0,0.0,11000148.0
c5a4bca02c92592fc0c02d074c937d17,9ed423ca9540029ff4578cac6e9b6d4d,nat-hyd-flo-riv,2009-0106-USA,USA,2.0,60.0,5000.0,0.0,5060.0
0762f4addf3b5b4627d4f1c1426d48db,6dd8cd40b7f5a1cff89901e6e2f3da7c,nat-met-sto-tor,2009-0140-USA,USA,9.0,72.0,750.0,0.0,822.0
edf3428d95b1d90d43a3b8552ba14fae,1bb79343bb7b2f9ded18c076d0404218,nat-met-sto-tor,2009-0287-USA,USA,16.0,50.0,0.0,0.0,50.0
3fcccbd417160ebb6f538e92ab1cc679,c846524cce641d3e6fc0f0d153ef6de5,nat-met-sto-tro,2009-0342-USA,USA,3.0,9.0,0.0,0.0,9.0
caabe23780e8300c630320c28da45aab,7a48a5ca51d39a5176b40fbb7d494bee,nat-cli-wil-lan,2009-0349-USA,USA,2.0,0.0,0.0,192.0,192.0
549c711471baf3147c39c4bff158a967,3b16ea6e2e28e3ce639a9515f6a71d9a,nat-hyd-flo-riv,2009-0405-USA,USA,9.0,0.0,3000.0,0.0,3000.0
