ImpactID,LocationID,Classification_Key,DisNo,ISO,Total_Deaths,No_Injured,No_Affected,No_Homeless,Total_Affected
a77a85725019517e71a28a14213cb4ae,d72d0c2a2cf1082b5e24ee3847073e61,nat-met-sto-tor,2009-0601-USA,USA,1.0,2.0,0.0,0.0,2.0
9b1a3dab2671ee21d6dae6b2e9950072,dd081ca770d391f95f88a2859bcad86a,nat-met-sto-lig,2009-0644-USA,USA,6.0,25.0,0.0,0.0,25.0
841b84d0670be45a234c791d290e0ec1,59890c860f3b94164a97f38b168ade83,nat-met-sto-tor,2010-0163-USA,USA,12.0,70.0,2700.0,0.0,2770.0
047376e7a14fcf43f630f45bf9cab986,02302835bcff622c0d5135f59f42160a,nat-met-sto-sev,2010-0187-USA,USA,30.0,0.0,8000.0,0.0,8000.0
dbd261874f49c30c05de4480ef477436,35c1366a25368508cfee14fb2697f767,nat-met-sto-tor,2010-0196-USA,USA,5.0,58.0,0.0,0.0,58.0
81a3b07afd8e18f065ad7163bae18aea,cc67ef58c756336976ed79e35ec061f9,nat-met-sto-tor,2010-0663-USA,USA,8.0,13.0,0.0,0.0,13.0
e949e89534572b4b85555cd2393d74e7,58ab4ad678770b2770cfb8b928625b86,nat-met-sto-lig,2010-0689-USA,USA,20.0,100.0,0.0,0.0,100.0
aea0f6042759963dbf9392eb271e98aa,126e6e64dd7dae1cb15de8bbbadf5067,nat-hyd-flo-riv,2011-0131-CAN,CAN,5.0,0.0,2000.0,0.0,2000.0
d37c20556a659c997057a38658f88e4a,6015836b0ce5ecd03a257330365edff6,nat-met-sto-tor,2011-0134-USA,USA,46.0,43.0,0.0,0.0,43.0
f014aae1d42ab46c6021e25e2c7654a6,d3ba5c2881c151d919de91b31db083ed,nat-cli-wil-lan,2011-0140-USA,USA,2.0,5.0,0.0,1300.0,1305.0
76a1974b95ca4a4fa10c417159f253ec,2569bbd54ef5d05f79b524ce4173be2f,nat-met-sto-tor,2011-0145-USA,USA,354.0,2200.0,0.0,15000.0,17200.0
a4da5c9663ee3cbf24af4096e523fed7,d5766e608fdc35ca9a965f25efa48e02,nat-hyd-flo-riv,2011-0166-USA,USA,1.0,0.0,25000.0,0.0,25000.0
edf9aa7139b0682f793113920412d311,3defcabecbff3fb3508236a6e9654584,nat-met-sto-tor,2011-0172-USA,USA,176.0,1150.0,0.0,0.0,1150.0
07174c765b7c698cde24e904b6e15103,88c15dc5ed3bb5362259e5c771a65fad,nat-met-sto-tor,2011-0195-USA,USA,3.0,200.0,0.0,0.0,200.0
60dc6330b384a27a7f45fc02169a3e4b,17d2054d5634ae3878f30a3a04a06590,nat-met-sto-tor,2011-0323-CAN,CAN,1.0,20.0,0.0,0.0,20.0
b61f2a1e1bee4a92e82f151ea3528871,633ce85f183f0847276b7f454d0e47e9,nat-met-sto-tro,2011-0328-USA,USA,46.0,0.0,370000.0,0.0,370000.0
16c0ed1545c375a9d14415a5dec168c8,7b88c05c7a88d1c8674c7c242d0f6252,nat-cli-wil-for,2011-0349-USA,USA,4.0,0.0,0.0,4800.0,4800.0
0235c085499ec7bf8e2b625bc9ba2228,7ec957bd3f7dd020b86804c32174b202,nat-hyd-flo-riv,2011-0425-USA,USA,2.0,0.0,100.0,0.0,100.0
d0929e43ad73a0c93bba62a45d6fce91,28ae2f7b448e7522440f32af33e2d358,nat-met-sto-tro,2011-0456-USA,USA,15.0,0.0,600.0,0.0,600.0
61dca09a0474c4ef2d8ce7569fd5a695,6fed7fcf2bca71749d5477d3e5357623,nat-cli-wil-for,2011-0630-CAN,CAN,1.0,0.0,0.0,7000.0,7000.0
f2deb6896dbd0891b50a5bdf641543e8,5d69e8c82934eda98294c91587aa1d2a,nat-hyd-flo-riv,2011-0646-USA,USA,5.0,0.0,0.0,11000.0,11000.0
9329d05b15c8416168902d065f9459a6,c94ad82fbf5d5b0acfc818c3116a30fe,nat-met-sto-tor,2012-0010-USA,USA,2.0,100.0,0.0,0.0,100.0
a4109711ab602392b72da56cb83a994f,1d3e197fc2bc8c16066dc3d332e19129,nat-met-sto-tor,2012-0055-USA,USA,14.0,200.0,0.0,0.0,200.0
bb67908bc727c4cbd5e54d6aa3786160,b7d8b1cbfef2dabbcbfd800e24e901b1,nat-met-sto-tor,2012-0060-USA,USA,41.0,400.0,0.0,0.0,400.0
511887b00ab316512bd49ca15cea22d9,0a98049ca1edfced7d41c34703921c5a,nat-met-sto-tor,2012-0156-USA,USA,6.0,30.0,0.0,267.0,297.0
d9e7757af50f212e9df58cd7025505a3,a1f426d74be3849a0eb68969859da7b7,nat-met-sto-tro,2012-0176-USA,USA,9.0,1.0,17000.0,0.0,17001.0
8327ddf02080975f2b9d482404aebfdb,79b05591f1374f5937aa60c50e7e712e,nat-hyd-flo-riv,2012-0177-USA,USA,2.0,0.0,300.0,0.0,300.0
2124ab8281a730644f634b2b53665d53,9b083e26715b1a24921ed7dc4236545d,nat-cli-wil-wil,2012-0232-USA,USA,2.0,0.0,0.0,1038.0,1038.0
4207a95d359d253152bda12de71b29cf,a34b7f21a30320adfc5a77392014f568,nat-met-sto-tro,2012-0313-USA,USA,1.0,0.0,60000.0,0.0,60000.0
50061edefafa01c43e9cc984fa88c632,0cc5bca5141531e6980a493082b16a12,nat-cli-wil-wil,2012-0542-USA,USA,1.0,0.0,1809.0,0.0,1809.0
778231b184dbf375d29c35b7077bf240,0415ef5acdd6d6e0764e809f95d13f7b,nat-met-sto-sev,2012-0601-USA,USA,1.0,100.0,0.0,0.0,100.0
7d76c2f3069c5d19998a80e3b8eb1349,ecb0a4ef2b51ae8aa77c9004741cd4f3,nat-met-sto-bli,2012-0611-USA,USA,3.0,1.0,0.0,0.0,1.0
b3b90f12f647ce60bd3f896f31115244,bb3039172f78fddfcb3b3f055115938d,nat-met-sto-tor,2013-0013-USA,USA,3.0,18.0,1089.0,0.0,1107.0
6fb5b0320b2429dfe75611f3046ef031,0dccdc8a76ca6d924fd893345f9c5d89,nat-met-sto-bli,2013-0055-USA,USA,1.0,82.0,4800.0,0.0,4882.0
b79442bdfe58a2bc87fe867eddac49a5,52eebe7bfeee231c8f92bd50652e6635,nat-met-sto-tor,2013-0142-USA,USA,29.0,450.0,0.0,0.0,450.0
684be4d285eef07011fdfc13df9ba3f7,08b907d2d09ef8afc1b39e4f6c722e70,nat-met-sto-tor,2013-0183-USA,USA,6.0,100.0,0.0,600.0,700.0
2ecf55a80bc5339b3a4eb66ac74edd6f,fad7edc37a59ac79559257e17ca83735,nat-met-sto-tor,2013-0184-USA,USA,27.0,150.0,170000.0,0.0,170150.0
90007a2888e7407aa88e4aac1721ca17,79e8cc438b7141b928fbad4f7f9177df,nat-hyd-flo-riv,2013-0190-CAN,CAN,4.0,0.0,100000.0,0.0,100000.0
17c2bdfa74dae559507802997fe3a8e7,e236795e6f7b82f36cd748c39d01df36,nat-cli-wil-for,2013-0210-USA,USA,2.0,0.0,84.0,1533.0,1617.0
36d234c5ae2f5e04e86cba7bbd50fc19,e0b72fa2adfcd193db3f444f5d975ee2,nat-cli-wil-for,2013-0212-USA,USA,19.0,0.0,0.0,387.0,387.0
97100c88389ab47537d30284df028994,bcd0a4debebcd5b6c52dfc2495b0b1dc,nat-hyd-flo-riv,2013-0254-USA,USA,2.0,0.0,1425.0,0.0,1425.0
f68b8795e4e5ea23cbfecad3d28132a4,2c303e56c16bdc343ecab075aef36b20,nat-hyd-flo-riv,2013-0277-USA,USA,3.0,0.0,6000.0,0.0,6000.0
c7fcf25f333eaba05ee99d602fd69402,ba1e2353360cba1e942ffb8e2d295d10,nat-hyd-flo-riv,2013-0286-USA,USA,3.0,0.0,300.0,0.0,300.0
cb1a7c73e398471b6f8820f14e183fc6,ad607f03ad30e283c7bb5d2e0dc1846e,nat-hyd-flo-riv,2013-0291-USA,USA,5.0,0.0,300.0,0.0,300.0
ce1d217199cd5ae515758a9e4c07e581,f37be256cf8ac7f527976e5985394253,nat-hyd-flo-riv,2013-0354-USA,USA,9.0,0.0,16500.0,5400.0,21900.0
54a7bda90766f22f96e597190a53b2e1,1eea0a55777838ecc21330c4ef6956fd,nat-cli-wil-wil,2013-0404-USA,USA,1.0,6.0,15.0,204.0,225.0
9f63a7525fd8d2fdc7cb9aef54feafa2,406b3b911c46e9363611f6582ebd9534,nat-met-sto-tor,2013-0439-USA,USA,11.0,185.0,0.0,0.0,185.0
0edf28661736743c8a1e8a58c8afb520,a23efb859c773d482d6a0e831fa17b8f,nat-hyd-flo-riv,2013-0510-USA,USA,4.0,0.0,4800.0,0.0,4800.0
27bf83a32478721a94b1c300b077183e,3d856baead846b91b47db3cdf2970f3c,nat-hyd-mmw-lan,2014-0095-USA,USA,43.0,0.0,0.0,150.0,150.0
1924274af92777d57ec71f19cb83a551,ff582a4f44ef948adb8efe96a2780000,nat-met-sto-sev,2014-0126-USA,USA,40.0,15.0,0.0,0.0,15.0
433d35dbd6f7401e04280d5ceed1b640,9770f2afdc9bf1dd105e1a313e29b427,nat-cli-wil-for,2014-0165-USA,USA,2.0,0.0,429.0,0.0,429.0
b2ce4840f065088992f1db623e92aed0,eba47eed2e9763a992de04d75290786e,nat-met-sto-tro,2014-0310-USA,USA,1.0,0.0,834.0,0.0,834.0
4c76000edf627d0561b10f93dc539662,a912f579ef6c3e446fb821ad3f3aa267,nat-hyd-flo-riv,2014-0317-USA,USA,2.0,0.0,102000.0,0.0,102000.0
4138b201f852c97feaa20ebc35074e8e,badd65e39e510428d102ab1520f8f8e6,nat-geo-ear-gro,2014-0318-USA,USA,1.0,250.0,3000.0,0.0,3250.0
af2ffc432c6ccc2e37e6646a6a8ba31a,649a13a6adf884bf50c2a10ce05ef2c4,nat-met-sto-bli,2014-0482-USA,USA,3.0,0.0,0.0,30.0,30.0
f8fc3d57f44f5f21688f27e60a91ff2e,c68ff66ff3f864f7367830f8c229394e,nat-met-sto-lig,2014-0540-USA,USA,2.0,36.0,0.0,0.0,36.0
d8465188b55bd580d537ba772fd3ef82,6b7d4b523ee7d800d6717eb13320dd10,nat-met-sto-tor,2015-0123-USA,USA,1.0,12.0,3300.0,0.0,3312.0
c1cdc7cdac590cdc7b65629b79a7b04d,6d03a2496072267f9e19c9edc77ad703,nat-met-sto-tor,2015-0138-USA,USA,3.0,12.0,0.0,0.0,12.0
475a11bd3d3a0d2992559fbb37083de9,4a83b86ab62a48fc6b8ac0e3dfa18d53,nat-met-sto-tor,2015-0155-USA,USA,4.0,12.0,0.0,0.0,12.0
9f11493b179ca834736b913e1eb94363,e5c7e4562a4573e3870bd31207949c23,nat-met-sto-tor,2015-0180-USA,USA,1.0,40.0,0.0,0.0,40.0
4efc61fbca5179613750fa8caf57994d,f165b11573b4df79deface7c195a87e8,nat-hyd-flo-fla,2015-0186-USA,USA,16.0,0.0,12000.0,0.0,12000.0
2fffe87a4260ee3c850942e107dae5bf,7d0bfb9df892c15691e4b67d0a03e3a2,nat-hyd-flo-fla,2015-0212-USA,USA,32.0,0.0,12000.0,0.0,12000.0
8dda9a46d2d17e271ae9c9388f088c78,39d7b063551020062da710a9b4ff8a7e,nat-cli-wil-wil,2015-0312-USA,USA,1.0,0.0,0.0,129.0,129.0
e740ae8ab0030e865a2ce76ce71b894b,f602d13bc0ce3f4f8bdca89bf1ff03a8,nat-met-sto-sev,2015-0400-USA,USA,4.0,40.0,0.0,0.0,40.0
c592e3669c174e02ffb7e5daa510233b,279ebf1016b1121943a14968b4ae873b,nat-cli-wil-wil,2015-0401-USA,USA,4.0,8.0,600.0,3900.0,4508.0
291538bc335d2f522603e8a6d9c2a056,9fbef80394045db860e69385ece6c50e,nat-cli-wil-lan,2015-0421-USA,USA,4.0,0.0,0.0,7302.0,7302.0
4d2b5da126a94a0e640736e65c2e2423,789ba7b935adbaa52523fa3ca4b6a559,nat-met-sto-tro,2015-0459-USA,USA,25.0,0.0,800.0,0.0,800.0
df3630cb5ab8488bce13bce2ecb439b4,68b5f8aee1b929a1c215afdbddf14fe9,nat-met-sto-bli,2015-0531-USA,USA,18.0,0.0,300.0,0.0,300.0
0230c7c34fff82f6bddeeacc0f229f89,db7e2b885dcafd5f05778c888a86a399,nat-met-sto-tor,2015-0558-USA,USA,50.0,60.0,0.0,0.0,60.0
b144a0dabd0a26e65509a0c992552b3e,e96371518e7a5dd7288f9e2ba1f81b3d,nat-hyd-flo-flo,2015-0565-USA,USA,31.0,50.0,4000.0,0.0,4050.0
356ae48cdc6033c05b85ac981ae46611,fe1433cf41dfbd65097df1c7f2a699c1,nat-cli-wil-lan,2015-0613-USA,USA,3.0,0.0,0.0,1425.0,1425.0
25fd72534368b3ba7457f54364ed5908,bf7f271018780d8d16a8bcb8ae173591,nat-met-sto-bli,2016-0010-USA,USA,50.0,12.0,85000000.0,0.0,85000012.0
19a726817dc1e6d583ad8453d61bcc2f,cb38e41d2da64f50a973a0b3c92622bf,nat-met-sto-bli,2016-0051-USA,USA,10.0,12.0,0.0,0.0,12.0
0e85852e4d3ed9b5ebb89124eb682bc2,ac1fef0f95fb167703c1a196d26f20a9,nat-met-sto-lig,2016-0123-USA,USA,1.0,0.0,3000.0,0.0,3000.0
6fd952fdfaaa50035a79fdaad116bc18,a5645cc54dbd850f6af4521f915bab9c,nat-hyd-flo-fla,2016-0124-USA,USA,9.0,0.0,21000.0,0.0,21000.0
13eb40861d1eca800b09f79864ac84ea,021e2075922b7a6836b8e81bcfa6b337,nat-met-sto-tor,2016-0150-USA,USA,2.0,10.0,0.0,0.0,10.0
540fd5061d78444eb905a0e47e322fd4,755447fb928930419dca6cc2c56c9baa,nat-met-sto-hai,2016-0181-USA,USA,9.0,12.0,0.0,0.0,12.0
d2a65d3e22caebb3b41ffb97ba58dc09,7890144c72955f1f4dbaa28700b64267,nat-met-sto-sto,2016-0203-USA,USA,25.0,0.0,2000.0,0.0,2000.0
925c16a7fbc32c5f445e7332643a9581,6f36ff5d4eb4fcec93f77eef3170e3b6,nat-cli-wil-for,2016-0264-USA,USA,2.0,0.0,420.0,0.0,420.0
a644825b478d1989e5c80a1c3e3fc40e,ae65e6adfedccf3175d4d432a37c111d,nat-hyd-flo-flo,2016-0292-USA,USA,13.0,0.0,70000.0,0.0,70000.0
f983c08a6a3be1caadca3477b4e8baeb,f5d72ee0d8fd7054b1461059e2059955,nat-met-sto-tro,2016-0322-USA,USA,3.0,0.0,13500.0,570.0,14070.0
a2229c963c674d7f5ec97384fd951f14,a44eb19a8522a841784db4ef2d857152,nat-met-sto-bli,2016-0477-USA,USA,8.0,33.0,0.0,0.0,33.0
7085dfd45915391ccf86586862f8a69a,9a536fb89d357a5f20d7e9e9ff3cd3f2,nat-met-sto-lig,2016-0550-USA,USA,6.0,19.0,0.0,0.0,19.0
ef7d90d8e476c3dcb7e82823c0fa4f0d,9bc983c54918125abc10e9ac3e17e2d3,nat-met-sto-sev,2017-0022-USA,USA,24.0,200.0,0.0,0.0,200.0
bd614c758a99485511c162f2395c920a,cbd459c88b7a5ea6589db1d3f9622ca4,nat-met-sto-sto,2017-0062-USA,USA,5.0,0.0,200000.0,0.0,200000.0
b311bbef7bd6e4d1e9135b5d0cbd8f23,f443ad9d1f75e8f9d03c6df048c376a2,nat-met-sto-tor,2017-0070-USA,USA,4.0,12.0,600.0,0.0,612.0
6e21ac2d03806ef42e57ba151076b423,420dcc974301bdd469c030228afe9bc1,nat-met-sto-bli,2017-0108-USA,USA,11.0,12.0,0.0,0.0,12.0
027d94c81aef10eba7cb57e9e94ba8ba,38527b39d679dbf0fd891cfd030f9b54,nat-hyd-flo-flo,2017-0126-CAN,CAN,2.0,0.0,16113.0,0.0,16113.0
780221095d38683df151ddb5bdb452c2,9f1b01b040bb6759d5de93b472899c4b,nat-hyd-flo-flo,2017-0136-USA,USA,20.0,70.0,0.0,0.0,70.0
cac713df7984523d4e74ce684c48c5e2,11ae2c65d4abf8d150119875615b9244,nat-met-sto-lig,2017-0234-USA,USA,2.0,16.0,90.0,0.0,106.0
5caa65f0254ebb50989cbce2b5e31026,e0c50427373557f2befefb262cb1fc85,nat-met-sto-tro,2017-0362-USA,USA,88.0,24.0,555000.0,27000.0,582024.0
2b100119214110fc01d511ab2e741315,f846e50e91f46ede86eabca78acc3fcf,nat-met-sto-tro,2017-0381-USA,USA,97.0,0.0,0.0,70000.0,70000.0
28c91048ff0d96cf179c58f87af414ef,46a8a2febf5840d7e1eb27a752047d55,nat-cli-wil-lan,2017-0434-USA,USA,43.0,185.0,0.0,9000.0,9185.0
183ccd4ef4927dbb03d21a3195e44001,69f07330a00ec19adf8d87fe90b512df,nat-cli-wil-wil,2017-0511-USA,USA,2.0,2.0,0.0,2961.0,2963.0
de9a9f930b7b2e1d82b8e10ea9635dbc,94ac1731e9740fd5f79a76b8e6f887d0,nat-met-sto-hai,2017-0563-USA,USA,2.0,15.0,600.0,0.0,615.0
bff9ba5090604c29149a05983c1ea4cb,c26475f16a6c662891845afaa94eca03,nat-hyd-mmw-mud,2018-0010-USA,USA,21.0,28.0,1338.0,0.0,1366.0
d27ab4ca32a287b3807306a4cf02d4e5,323f82f84bb3dfef3d9c4c88568b15a2,nat-met-sto-sto,2018-0206-USA,USA,5.0,0.0,75.0,0.0,75.0
731ac94bb447b59fbda419e808f8c384,786258e0192dbb8c72660ccf1e0242f1,nat-cli-wil-for,2018-0258-USA,USA,14.0,0.0,0.0,3237.0,3237.0
075b6e189397b5f655cb04b245e51665,ddb35636ae30e84712c389ca83e70cdd,nat-met-sto-tro,2018-0342-USA,USA,53.0,0.0,1500000.0,0.0,1500000.0
cba97325a0312677b92c0d5f7786b48b,d7798f56f012c08b6f5323872f60f654,nat-met-sto-tro,2018-0373-USA,USA,49.0,0.0,5000.0,0.0,5000.0
2a703ac72d5ab95a79ef7bc4a7038150,a6581714e3f6f47f8f193f3f666e088f,nat-cli-wil-for,2018-0409-USA,USA,88.0,0.0,250000.0,0.0,250000.0
cccc81b0a819673e6c3ffa53e3cdcc8f,9450a23ba32a1482a55e9f26fa646c17,nat-cli-wil-wil,2018-0468-USA,USA,2.0,3.0,0.0,0.0,3.0
139fb921e46b598fd2c3d559135011f7,92f29419beeb0c68c641682ccbe4a0a5,nat-met-sto-bli,2019-0007-USA,USA,13.0,57.0,0.0,0.0,57.0
f9c6574b58d6661093f44861e93968c5,db99a3dc9f767ac375adbd5d99e47043,nat-met-sto-tor,2019-0081-USA,USA,28.0,90.0,0.0,0.0,90.0
78956f793bf7467255247b56c1dfd5fc,477d8e6f32c00cfbecb60608534164f6,nat-hyd-flo-flo,2019-0086-USA,USA,1.0,0.0,6000.0,0.0,6000.0
933cbcc40d27b06d834af439a8137341,961ba5555e6d58a36a47d5697f75a452,nat-met-sto-lig,2019-0089-USA,USA,2.0,12.0,0.0,0.0,12.0
9194135692ea265cc42518900db9eef4,a0620f2c2a2480dbf853ba3aebd8b813,nat-hyd-flo-flo,2019-0090-USA,USA,1.0,0.0,8000.0,0.0,8000.0
dddda0f3500f5a1961106b85c7c944f6,7125af2b1e9eaf2292b939eabc47a7be,nat-hyd-flo-riv,2019-0116-USA,USA,5.0,0.0,2000.0,0.0,2000.0
68b031386dc78a5a4007cc2606553923,70a194c9d2d9b61953d6bdb7de41c737,nat-met-sto-tor,2019-0160-USA,USA,8.0,12.0,0.0,165.0,177.0
d4cc548ae41f7d440db354195c53a97d,3f962156c8ff911ae920b68b86c6e781,nat-hyd-flo-flo,2019-0171-CAN,CAN,1.0,0.0,19500.0,0.0,19500.0
da2324deacc9bc74f357646d4929da78,2471f4ab973ca848989263225dfbd8c2,nat-met-sto-tor,2019-0250-USA,USA,3.0,150.0,0.0,0.0,150.0
e13fb1e6fa71b726eda8c5e1f20330ff,bce224d18459caff00b17a24d1ae27e6,nat-hyd-flo-flo,2019-0307-USA,USA,3.0,0.0,600.0,0.0,600.0
458be1709fd9e9a88fb12f9ee3f5c607,cf00f0fadea38a20eb620ec10f753a23,nat-met-sto-tro,2019-0417-USA,USA,5.0,0.0,1000.0,0.0,1000.0
bd01817458a4739d35cb53e2053cf0a5,09d5ec2cab8128c6c6d946d0727eb40c,nat-cli-wil-for,2019-0513-USA,USA,3.0,12.0,312.0,279.0,603.0
