ImpactID,DisNo,Classification_Key,Location,ISO,Start_Year,Total_Damage_USD,Total_Damage_Adj_USD
7262561d132bd40f5487bff673aef7af,2004-0249-USA,nat-met-sto-lig,"Geneva, Jefferson, Lauderdale, Limestone, Madison districts (Alabama province), Cross, Mississippi, Nevada districts (Arkansas province), Crawford, Jefferson, Logan, Perry, Washington districts (Illinois province), Clark, Crawford, Hamilton, Hancock, Hendricks, Jackson, Madison, Marion, Monroe, Morgan, Miami, Owen, Tippecanoe, Vanderburgh, Warrick, Washington districts (Indiana province), Buchanan, Lee, Iowa districts (Iowa province), Cloud, Harper, Marshall, Republic, Sumner districts (Kansas province), Henry, Hopkins, Jefferson, Knox, Muhlenberg, McCracken, Webster districts (Kentucky province), St. Clair district (Michigan province), Tippah district (Mississippi province), Buchanan, Clinton, DeKalb, Daviess, Harrison, Laclede, Platte, St. Louis districts (Missouri province), Holt, Lincoln districts (Nebraska province), Adams district (Ohio province), Blaine, Canadian, Creek, Custer, Kingfisher, Mayes, Oklahoma, Tulsa, Wagoner districts (Oklahoma province), Brown, Edmunds, Clay districts (South Dakota province), Bedford, Bradley, Lincoln, Franklin, Giles, Grundy, Hardin, Moore districts (Tennessee province), Cottle, Houston, Tarrant districts (Texas province), Boone, Braxton, Cabell, Jackson, Kanawha, Lewis, Logan, Mason, Morgan, Mingo, Putnam, Upshur, Wayne, Wood, Wyoming districts (West Virginia province), Louisiana province",USA,2004,700000.0,1129222.0
8eb02a5b2d1c1e0af7be18169514a99c,2004-0338-USA,nat-met-sto-lig,"Milam, Guadalupe, Bexar districts (Texas province), Eagle district (Colorado province), Mississippi province, Richland district (South Carolina province), Franklinton city (Washington district, Louisiana province), Bufford city (Gwinnett district, Georgia province)",USA,2004,170.0,274.0
f83339bba39a51472409921bbde2c131,2004-0346-CAN,nat-hyd-flo-fla,"Ontario, Alberta, Quebec provinces",CAN,2004,200000.0,322635.0
b4a5a49f4fa1c93ca88e854aca027499,2004-0348-USA,nat-cli-wil-for,"Carson City district (Nevada province), Los Angeles district (California province)",USA,2004,,
7778c1f576a51eca021084e8ab7a89b4,2004-0415-USA,nat-met-sto-tro,"Bay, Calhoun, Escambia, Franklin, Gadsden, Gulf, Holmes, Jackson, Jefferson, Leon, Liberty, Madison, Okaloosa, Santa Rosa, Taylor, Wakulla, Walton, Washington districts (Florida province), South Carolina, North Carolina provinces",USA,2004,16000000.0,25810787.0
af60fc622348345d51439f429d999096,2004-0446-USA,nat-cli-wil-for,"Shasta Lake area (Shasta districts, California province)",USA,2004,,
a470d847828f436a339b2937c083564d,2004-0448-USA,nat-met-sto-tro,"Richmond, Lynchburg, Chesterfield districts (Virginia province), South Carolina, North Carolina provinces",USA,2004,62500.0,100823.0
2764ce718cb40a21b0437b221b09cdaf,2004-0455-USA,nat-met-sto-tro,"Martin, Palm Beach districts (Florida province), North Carolina, South Carolina, Ohio provinces",USA,2004,11000000.0,17744916.0
5e4bfc3f61be88ef19251d27e0d76180,2004-0462-USA,nat-met-sto-tro,"Alabama, Louisiana, Mississippi, Florida, Pennsylvania, Maryland, New Jersey, Ohio, North Carolina, West Virginia, Georgia, Tennessee provinces",USA,2004,18000000.0,29037135.0
cfb3095aabecd8576f30fb845fc3222f,2004-0473-USA,nat-met-sto-tro,Florida province,USA,2004,8000000.0,12905394.0
c585a29a866ea732857c122a82eb48c6,2004-0502-USA,nat-met-sto-tor,Caroline district (Virginia province),USA,2004,2100.0,3388.0
cc3df082ef5206af44c004ff8a9e339b,2004-0572-USA,nat-hyd-flo-riv,"Manoa Valley area (Honolulu district, Hawaii province)",USA,2004,1000.0,1613.0
4b88cc98ae82518230f91d85be2f1c7f,2004-0675-USA,nat-hyd-flo-riv,"Pennsylvania, New Jersey provinces",USA,2004,500000.0,806587.0
59ea825a1194707a70e7407face6172f,2004-0731-USA,nat-met-sto-hai,"Arkansas, Illinois, Iowa, Indiana, Missouri, Oklahoma provinces",USA,2004,,
0eabc29261e5fdf2049682d9efbd41e3,2004-0740-USA,nat-met-ext-col,"Connecticut, Delaware, Maryland, Maine, New Hampshire, New Jersey, New York, Pennsylvania, Rhode Island, Vermont provinces",USA,2004,,
691d1cd24ee466ba125b3edd587fc4f8,2005-0015-USA,nat-hyd-flo-riv,"La Conchita area (Ventura district, California province), Malibu area (Los Angeles district, California province), Sacramento district (California province), Arizona, Ohio provinces",USA,2005,200000.0,312048.0
dcb0a6fc21c0ab1f162e751e291f72f5,2005-0029-USA,nat-met-sto-bli,"New York, Connecticut, Wisconsin, Ohio, Maryland, Massachusetts, Iowa provinces",USA,2005,350000.0,546084.0
fc0edaaa7b18ad7adb2dd085267248f5,2005-0103-USA,nat-hyd-flo-riv,Los Angeles district (California province),USA,2005,250000.0,390060.0
0236c7553030484c52b27000aae2c375,2005-0203-USA,nat-hyd-flo-riv,"New Jersey, Pennsylvania, New York, Maine provinces",USA,2005,30000.0,46807.0
8e5af6e9db32f012fabf521daf49b037,2005-0219-USA,nat-met-sto-lig,Rankin district (Mississippi province),USA,2005,350000.0,546084.0
15a0e5299c44a440c32638c9a167fcbc,2005-0286-USA,nat-hyd-flo-fla,Idaho province,USA,2005,5330.0,8316.0
0a7364897d5af528b503a365740bb993,2005-0351-USA,nat-met-sto-tro,"Florida, Georgia provinces",USA,2005,2230000.0,3479333.0
2207abd0e2b40a03295078dbea23ff22,2005-0467-USA,nat-met-sto-tro,"Mobile, Bayou La Batre, Dauphin Island, Coden areas (Mobile district, Alabama province), New Orleans city (Orleans district, Louisiana province), Slidell area (St. Tammany district, Louisiana province), St. Bernard district (Louisiana province), Biloxi, Gulfport cities (Harrison district, Mississippi province), Pascagoula city (Jackson district, Mississippi province), Waveland, Bay St. Louis cities (Hancock district, Mississippi province), Georgia, Florida provinces",USA,2005,125000000.0,195029889.0
d0a737b9937595465c039bd4080dd166,2005-0530-USA,nat-met-sto-tor,Wisconsin province,USA,2005,,
cbf4f30da5a1eef0e050fe616994286f,2005-0547-USA,nat-met-sto-tro,"Louisiana, Texas, Mississippi provinces",USA,2005,16000000.0,24963826.0
be76161b49e7156b523e8a2f5e4f0c54,2005-0553-CAN,nat-met-sto-sto,"Montreal, Acton, Beauharnois-Salaberry, Brome-Missisquoi, La Haute-Yamaska, Marguerite-D'Youville, La Vallée-du-Richelieu, Pierre-De Saurel, Le Haut-Richelieu, Le Haut-Saint-Laurent, Les Jardins-de-Napierville, Les Maskoutains, Roussillon, Rouville, Vaudreuil-Soulanges, Longueuil, Coaticook, Le Granit, Le Haut-Saint-Francois, Les Sources, Le Val-Saint-François, Memphrémagog, Sherbrooke districts",CAN,2005,,
53bd9a657e7aae52b45949e38bc7bc59,2005-0583-USA,nat-hyd-flo-riv,"Keene, Alstead, Stoddard, Unity, Hinsdale, Walpole areas (Cheshire district, New Hampshire), Brattleboro, Guilford areas (Windham district, Vermont province), Pittsfield area (Berkshire district, Massachusetts province), Greenfield area (Franklin district, Massachusetts province), Northbridge, Worcester, Southbridge areas (Worcester district, Massachusetts), Spring Lake area (Monmouth district, New Jersey province), Wayne, Little Falls, Pompton Lakes areas (Passaic district, New Jersey province), Oakland, Lodi, Westwood areas (Bergen district, New Jersey province), Bound Brook area (Somerset district, New Jersey province), Tolland, Windham, Hartford districts (Connecticut province)",USA,2005,,
119ffe85f59c1a771908b8266be6a62b,2005-0585-USA,nat-met-sto-tro,"Florida Keys, Naples areas (Collier district, Florida province)",USA,2005,14300000.0,22311419.0
c39f93ba75266783cbb35beb189abab6,2005-0591-CAN,nat-hyd-flo-riv,"Stephenville & Kippens towns (Division No. 4 district, Newfoundland and Labrador province), Reidville town (Division No. 5 district, Newfoundland and Labrador province)",CAN,2005,,
1f2ebcb787151e13498dad6b873d3990,2005-0682-USA,nat-met-sto-bli,"Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut, New York, New Jersey, Pennsylvania, Idaho, Michigan, Minnesota, Montana, North Dakota, Oregon, South Dakota, Washington, Wisconsin, Wyoming provinces",USA,2005,,
67aa275921206de697c40dee5dfe042f,2005-0687-USA,nat-met-ext-hea,"Arizona, Nevada, Oklahoma, Utah, Missouri, Kentucky, Ohio, Mississippi provinces",USA,2005,,
b71e5ceaa74478a42697b046ed419f63,2005-0716-USA,nat-hyd-flo-riv,"Reno area (Washoe district, Nevada province), Truckee area (Nevada district, California province), Napa, Sonoma, Mendocino, Marin, Solano, Los Angeles districts (California), Carson City district (Nevada province)",USA,2005,245000.0,382259.0
f1d1fd838d7d51c5e7c22cb31a134ec8,2005-0724-USA,nat-cli-wil-for,"Texas, Oklahoma provinces",USA,2005,100000.0,156024.0
59796251f79c37c8c70f44a373527b6c,2005-0728-CAN,nat-hyd-flo-riv,"Black Diamond, High River, Otokoks, Turner Valley towns (Division No. 6 district, Alberta province), Pincher Creek city (Division No. 3 district, Alberta province), Lethbridge city (Division No. 2 district, Alberta province), Siksika Reserve, Drumheller cities (Division No. 5 district, Alberta province), Red Deer city (Division No. 8 district, Alberta province)",CAN,2005,357000.0,557005.0
6b3811396ebc251cd6ba3ff03b8087ab,2006-0128-USA,nat-met-sto-tor,"Missouri, Arkansas, Illinois, Indiana, Kansas, Oklahoma provinces",USA,2006,1200000.0,1813776.0
42649e0a153ebf81f03ffe0157f27ec3,2006-0161-USA,nat-met-sto-hai,"Tennessee, Illinois, Arkansas, Indiana, Oklahoma, Missouri, Kentucky, Iowa provinces",USA,2006,600000.0,906888.0
6eaa319ec0800ba0e2967ed1adb604f7,2006-0171-USA,nat-met-sto-hai,"Sumner, Warren districts (Tennessee province), Alabama, Georgia, Indiana, Kansas, Kentucky, Ohio provinces",USA,2006,1600000.0,2418368.0
73b6fe362359dd80cb5b5abbb15a7c0c,2006-0180-USA,nat-hyd-flo-riv,"Amador, Calaveras, Fresno, Merced, San Joaquin, San Mateo, Stanislau districts (California province)",USA,2006,259000.0,391473.0
f73a1bef9e6fbf90a23190dc659a0b05,2006-0182-USA,nat-hyd-flo-riv,Kauai district (Hawaii province),USA,2006,12000.0,18138.0
2087e3c13564a30b25d4cbb971a235ed,2006-0203-CAN,nat-hyd-flo-riv,"Baie Verte, Middle Arm, Smith's Harbour, Burlington cities (Division No.8 district, Newfoundland and Labrador province)",CAN,2006,,
3d27b19d29516b23de5c26a1d0e8cc9f,2006-0206-CAN,nat-hyd-flo-riv,"Red Earth First Nation, Porcupine Plain cities (Division No.14 district, Saskatchewan province), Fishing Lake (Division No.10 district, Saskatchewan province)",CAN,2006,,
f9ec77ad5000b238dddec7dbc6420c23,2006-0224-CAN,nat-hyd-flo-riv,"Fort Albany city (Cochrane district, Ontario province)",CAN,2006,,
a7e13cc6d9cf46e2b50df89688f76455,2006-0257-USA,nat-met-sto-lig,"Tarrant, Bexar districts (Texas province)",USA,2006,450000.0,680166.0
d4e88f859caa7c4f9bf411ac2da05f6b,2006-0260-USA,nat-hyd-flo-riv,"New Hampshire, Maine, Massachusetts provinces",USA,2006,85000.0,128476.0
b20615e7cb820bb0ff1a18f5479a5f10,2006-0261-CAN,nat-hyd-flo-riv,"Aklavik city (Region 1 district, Northwest Territories province)",CAN,2006,,
add2955d86089b2a2447c2e14b82e1af,2006-0269-CAN,nat-hyd-flo-riv,"Grand Forks city (Kootenay Boundary district, British Columbia province), Nelson city (Central Kootenay district, British Columbia province), Penticton city (Okanagan-Similkameen district, British Columbia province)",CAN,2006,,
51a1544eb1446b4c87dc98cfde26d622,2006-0341-USA,nat-hyd-flo-riv,"Maryland, Pennsylvania, New York, Delaware, Virginia, New Jersey provinces",USA,2006,1000000.0,1511480.0
ccd0a85487149aa6727abe86d24ecfce,2006-0344-USA,nat-hyd-flo-riv,"Huron, Erie, Crawford, Lucas, Sandusky districts (Ohio province)",USA,2006,7000.0,10580.0
b4a3e30c4635d296949525fab62aa012,2006-0374-USA,nat-cli-wil-wil,California province,USA,2006,16000.0,24184.0
de6db375a29af985762e9e81adaf6c5b,2006-0387-USA,nat-met-ext-hea,"Modesto city (Stanislaus district, California province)",USA,2006,,
fd7faaaa0d786d6b906c5b3a80e234cd,2006-0413-USA,nat-hyd-flo-riv,El Paso district (Texas province),USA,2006,100000.0,151148.0
f62df667a88ef9dc59b514c25ebc326c,2006-0418-USA,nat-hyd-flo-riv,Lake district (Ohio province),USA,2006,,
13f982e50f4435e7f70edfb0564f90f2,2006-0427-USA,nat-met-ext-hea,New York province,USA,2006,,
a88bbaa31f00bec391c51bb2398fe1a8,2006-0461-USA,nat-hyd-flo-riv,Alaska province,USA,2006,15500.0,23428.0
3448ee7afe70827f63025fb41e1a4bdd,2006-0466-USA,nat-met-sto-tro,"South Carolina, North Carolina, Virginia provinces",USA,2006,32860.0,49667.0
32e9ec1b01488719ea815339e40e82d8,2006-0546-USA,nat-hyd-flo-riv,"Mercer, Jessamine, Franklin, Calloway, Montgomery districts (Kentucky province), Sharp, Clay, Fulton, Randolph, Lawrence districts (Arkansas province), Obion district (Tennessee province), Missouri, Indiana, Illinois provinces",USA,2006,,
fb5a232b7f1a29316aee0bb91d67f9cc,2006-0566-USA,nat-hyd-flo-riv,"Prince William Sound area (Valdez-Cordova district, Alaska province)",USA,2006,,
f61c7997cea9e160ee43f9ae7fbb13f3,2006-0576-USA,nat-cli-wil-lan,"Riverside, Palm Springs cities (Riverside district, California province), San Diego district (California province)",USA,2006,25000.0,37787.0
2742d01fbf18e6ee51098f4e318164e6,2006-0595-USA,nat-met-sto-tor,"North Carolina, Alabama, Arizona, Arkansas, Louisiana, Maryland, Mississippi, Pennsylvania, South Dakota, Texas provinces",USA,2006,95000.0,143591.0
cfdaa3b89254b0703bc2523ef8d1da0e,2006-0598-USA,nat-hyd-flo-riv,"Washington, Oregon provinces",USA,2006,,
09cbaf88f6c143f386a74c1b58e02a45,2006-0642-USA,nat-met-sto-bli,"Erie, Niagara, Genesee, Orleans districts (New York province)",USA,2006,300000.0,453444.0
d0ffe9a7f18f2bf397c43ac188c2fd2f,2006-0662-USA,nat-cli-wil-lan,Ventura district (California province),USA,2006,25000.0,37787.0
7b0e6309b5e93b341fd8dcdbdd8b8cbd,2006-0704-USA,nat-geo-ear-gro,Hawai province,USA,2006,150000.0,226722.0
7383989cd00f6d1ec18eba543780dbb6,2006-0706-USA,nat-met-sto-tor,"Daytona beach (Volusia district, Florida province)",USA,2006,90000.0,136033.0
101d4055d0c3e7e2bd1f06d82491d528,2006-0707-USA,nat-met-sto-bli,Colorado provinces,USA,2006,,
debe41e41773eddf6930dd4bf8f9d044,2006-0718-USA,nat-met-sto-bli,Kansas province,USA,2006,360000.0,544133.0
bd5acbff8b1de38fb56b7d822c912ca2,2006-0743-USA,nat-met-sto-sto,"Illinois, Indiana, Kentucky, Missouri, New York, Ohio, Pennsylvania, Tennessee provinces",USA,2006,,
1f5d98a436d7e728f29af630d2405a63,2006-0744-USA,nat-met-sto-sto,"Oregon, Washington provinces",USA,2006,,
df00352ea983842e8f14c91076c073ef,2007-0026-USA,nat-met-sto-sto,"California, Texas, Georgia, South Carolina, Oklahoma, Missouri, Iowa, Michigan, New York, Maine, Kansas, Illinois provinces",USA,2007,500000.0,734779.0
91ccbd26b813ee84d08b1a5d0d045c96,2007-0041-USA,nat-hyd-flo-riv,"Indiana, Arkansas, Texas, Ohio, Missouri provinces",USA,2007,,
4008a2bb1ce0f7d0e3378f6051c96a63,2007-0048-USA,nat-met-sto-tor,"Volusia, Lake, Sumter, Seminole districts (Florida province)",USA,2007,130000.0,191043.0
6cac820861044e1c32a6aeb23001f47e,2007-0066-CAN,nat-met-sto-bli,"Ontario, Quebec provinces",CAN,2007,,
fb263dcc7ef3ef46317c5f4fb770df6e,2007-0066-USA,nat-met-sto-bli,"New York, Vermont, New Jersey, Ohio, Pennsylvania provinces",USA,2007,140000.0,205738.0
5d85facf84feb89e3e2aba6bf611a44a,2007-0083-USA,nat-met-sto-tor,"Alabama, Missouri, Georgia, Minnesota provinces",USA,2007,600000.0,881735.0
5b5e54b26d239e94b53e53f649d087ce,2007-0156-USA,nat-met-sto-tor,Texas province,USA,2007,,
cee29cf0a7f09416a058ebdeed8ac89d,2007-0165-CAN,nat-hyd-flo-riv,"Terrace city (Kitimat-Stikine district, British-Columbia province), Smithers city, Telkwa village (Bulkley-Nechako district, British-Columbia province), Prince George city, McBride village (Fraser-Fort George district, British Columbia province)",CAN,2007,,
b0d8cb204a10af50f66a00ed43807085,2007-0173-USA,nat-hyd-flo-riv,"Texas, Kansas, Oklahoma provinces",USA,2007,,
b3074efb5023267f6952e5aecec4b8c6,2007-0244-USA,nat-hyd-flo-riv,"Wichita Falls area (Wichita district, Texas province), Georgetown areas (Williamson district, Texas province), Burnet, Marble Falls, Granite Shoals areas (Burnet district, Texas province), Granbury area (Hood district, Texas province), Lampasas, Parker, Eastland districts (Texas province), Miami, Commerce areas (Ottawa district, Oklahoma province), Shawnee, Tecumseh, Maud areas (Pottawatomie district, Oklahoma province), Oklahoma city (Oklahoma district, Oklahoma province), Waurika area (Jefferson district, Oklahoma province), Bartlesville, Dewey areas (Washington district, Oklahoma province), Love, Lincoln districts (Oklahoma province), Coffeyville area (Montgomery district, Kansas province), Osawatomie area (Miami district, Kansas province), Allen, Labette, Neosho, Wilson, Woodson districts (Kansas province), Rockville, Papinville areas (Bates district, Missouri province), Vernon district (Missouri province)",USA,2007,,
010d7b76b69ebcfedd3d7bd845872f73,2007-0251-USA,nat-hyd-flo-fla,New York province,USA,2007,,
96781c9aa0fa886c7911fdfb065e1655,2007-0254-USA,nat-hyd-flo-riv,"North Texas, Oklahoma provinces",USA,2007,28000.0,41148.0
e3623bca0e7d39b33714f75d40e41259,2007-0351-USA,nat-cli-wil-for,"Alpine, Amador, Calaveras, El Dorado, Mono, Placer, Tuolumne districts (California province)",USA,2007,,
a356f2ea4762a926a7262dbff645f1b5,2007-0359-USA,nat-met-sto-tro,"Texas, Oklahoma, Missouri provinces",USA,2007,,
def7ab912fefada57dba7faaf63724db,2007-0383-USA,nat-hyd-flo-riv,"Illinois, Colorado, Michigan, Minnesota, Wisconsin, Ohio, Oklahoma, North Dakota provinces",USA,2007,700000.0,1028691.0
59d0559f78d93043b54ac9d0a9cfa75f,2007-0519-USA,nat-cli-wil-lan,"Los Angeles, Orange, Riverside, San Bernardino, San Diego, Santa Barbara, Ventura districts (California province)",USA,2007,2500000.0,3673895.0
37b4afb760fcfb1f53b9f854ca39b199,2007-0579-USA,nat-cli-wil-for,"Malibu area (Los Angeles district, California province)",USA,2007,315000.0,462911.0
f7e8dec458bf334683ea4b1eb494e455,2007-0581-USA,nat-met-sto-sto,"Washington, Oregon provinces",USA,2007,1000000.0,1469558.0
eebacf367e99ca236c60bd405893f6c7,2007-0621-CAN,nat-met-sto-sto,"Toronto, Ottawa districts (Ontario province), Montreal district (Quebec province)",CAN,2007,,
121195ddc4443ea46ab03ba01c381d68,2007-0621-USA,nat-met-sto-sto,"Illinois, Iowa, Missouri, Minnesota, Kansas, Nebraska, Colorado, Michigan, Wisconsin, Wyoming provinces",USA,2007,,
d54c9611f4e90c34bd73d16667c02379,2007-0641-USA,nat-met-sto-sto,"Oklahoma, Missouri, Iowa, Illinois, Kansas, Nebraska, Connecticut, Michigan, New York, New Jersey, Pennsylvania, Rhode Island provinces",USA,2007,500000.0,734779.0
5dbc95d81649d22180112622de7231ab,2007-0662-USA,nat-met-sto-tor,"Colorado, Iowa, Kansas, Minnesota, Missouri, Nebraska, Oklahoma, South Dakota provinces",USA,2007,350000.0,514345.0
ab5e04758c920f0c5d3375d47f9787a0,2007-0663-USA,nat-met-sto-sto,"Texas, Delaware, Connecticut, Georgia, Louisiana, Massachusetts, Maine, Maryland, Mississippi, New Hampshire, New Jersey, New York, North Carolina, Pennsylvania, Rhode Island, South Carolina, Vermont, Virginia provinces",USA,2007,2000000.0,2939116.0
513dc1ee3f1746d920e7d4f0fe4a1388,2007-0689-USA,nat-met-sto-sto,"Arkansas, Iowa, Texas",USA,2007,300000.0,440867.0
3a0fa6bee4872a9f25931031c77f7363,2007-0690-USA,nat-met-sto-sto,"Iowa, Kansas, Minnesota, Texas, Wisconsin provinces",USA,2007,300000.0,440867.0
54c82978bf99035807bad015e6686afb,2008-0010-USA,nat-hyd-flo-riv,"California, Nevada, Oregon provinces",USA,2008,,
5a6b032099bec89c31d33db0daa39c82,2008-0039-USA,nat-met-sto-tor,"Tennessee, Arkansas, Kentucky, Mississippi, Alabama, Indiana, Texas, Illinois, Ohio, Missouri provinces",USA,2008,1300000.0,1839794.0
02be3974bfd22336888c6c0523338e0e,2008-0099-USA,nat-geo-ear-gro,"Wells city (Elko district, Nevada province)",USA,2008,,
717b65aa303291e2e6c2389a15276114,2008-0115-USA,nat-met-sto-tor,"Fulton, DeKalb, Cobb, Clayton, Gwinnett districts (Georgia province)",USA,2008,450000.0,636852.0
7da9b938aa0cdffb77e889404987aa6f,2008-0131-USA,nat-hyd-flo-riv,"Missouri, Mississippi, Arkansas, Indiana, Illinois, Ohio, Kentucky, Oklahoma, Iowa, Wisconsin, Texas provinces",USA,2008,2000.0,2830.0
9aae745829c148025fd5726a212c120e,2008-0170-CAN,nat-hyd-flo-riv,"Belleville city, Foxboro community, Tweed village (Hastings district, Ontario province), Campbellford, Trent Hills municipality (Northumberland district, Ontario province), Ottawa city (Ottawa province, Ontario province)",CAN,2008,,
c78cfa8db331d1b63a89a61cfd9090d0,2008-0194-USA,nat-met-sto-tor,"Kansas, Maryland, Missouri, North Carolina, Virginia, Texas, Oklahoma, Georgia, Arkansas provinces",USA,2008,700000.0,990658.0
c234e4082fcc2c7f07d8a8692d123520,2008-0210-USA,nat-met-sto-tor,"Dunkerton city (Black Hawk district, Iowa province), Parkesburg, New Hartford cities (Butler district, Iowa province), Cedar Rapids city (Linn district, Iowa province), Minnesota, Indiana, Illinois, Kansas, Michigan, Montana, Missouri, Nebraska, Wisconsin provinces",USA,2008,1600000.0,2264362.0
96b130cfff5bb3b68befd255a99240d4,2008-0253-USA,nat-cli-wil-for,California province,USA,2008,102000.0,144353.0
1958f16b862391ef4685244d77aca7f9,2008-0264-CAN,nat-hyd-flo-riv,"James Bay area (Cochrane, Kenora districts, North Ontario province)",CAN,2008,,
de098fa2fc158fc21bbe61cc1ffcd1ce,2008-0304-USA,nat-met-sto-tro,"Panama city beach (Bay district, Florida province), Aransas, Bexar, Brooks, Calhoun, Cameron, Hidalgo, Jim Wells, Kenedy, Kleberg, Nueces, Refugio, San Patricio, Starr, Victoria, Willacy districts (Texas province)",USA,2008,1200000.0,1698271.0
5338a235135878436375a757caec7cef,2008-0338-USA,nat-met-sto-tro,"Florida, Georgia, Alabama, Mississippi provinces",USA,2008,180000.0,254741.0
1cd57e48149b40940dadc2f1009c9e07,2008-0352-USA,nat-met-sto-tro,"Louisiana, Mississippi, Texas, Alabama provinces",USA,2008,7000000.0,9906582.0
de376fdcd4a2ec4c1eced63fb3307264,2008-0378-USA,nat-met-sto-tro,"Florida, North Carolina, Maryland provinces",USA,2008,160000.0,226436.0
9b79637463663f5136488f42d60b429d,2008-0384-USA,nat-met-sto-tro,"Galveston, Brazoria, Harris, Chambers, Jefferson districts (Texas province), Louisiana, Tennessee, Arkansas, Ohio, Indiana, Illinois, Missouri, Kentucky, Pennsylvania, Michigan provinces",USA,2008,30000000.0,42456782.0
962410770d00a1eacaecdf1a7fdc4075,2008-0524-USA,nat-cli-wil-wil,"Los Angeles, Orange, Riverside, Santa Barbara districts (California province)",USA,2008,2000000.0,2830452.0
149e617fa030e127144ce40f4c2493a5,2008-0563-USA,nat-met-ext-sev,"Maine, Massachusetts, New Hampshire, New York, Vermont provinces",USA,2008,,
9f104e2e852cfbc4e887402ca3951ec5,2008-0599-USA,nat-met-sto-tor,"Arkansas, Illinois, Indiana, Kentucky, Missouri, New York, Ohio, Tennessee, Alabama, Mississippi provinces",USA,2008,600000.0,849136.0
0f8bba7ba05915c3416a2145c3d633fd,2008-0600-USA,nat-met-sto-ext,"Arkansas, California, Colorado, Illinois, Indiana, Kansas, Michigan, Missouri, New York, Ohio, Oklahoma, Oregon, Washington, Wisconsin provinces",USA,2008,1000000.0,1415226.0
a841b8432160d3c6d7c12a3a43a4acb0,2008-0601-USA,nat-met-sto-tor,"Arkansas, Oklahoma, Texas provinces",USA,2008,1100000.0,1556749.0
a5c3f0f6abf63b502e2618b0a12a37dd,2008-0627-USA,nat-hyd-flo-riv,"Illinois, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, Wisconsin provinces",USA,2008,10000000.0,14152261.0
d48d4a931d202b5677b2d5d23c870961,2008-0638-USA,nat-hyd-flo-riv,"Orting town (Pierce district, Washington province), Chehalus town (Lewis district, Washington), Oregon province",USA,2008,,
8da7932d6cdb5b4000718db607bad3a6,2008-0645-USA,nat-met-sto-tor,Suffolk district (Virginia province),USA,2008,110000.0,155675.0
7f8ef90a7222563fa08e6bdbeb2cfd52,2008-0654-USA,nat-met-sto-bli,"Massachusetts, New York, Maine, New Hampshire, Vermont provinces",USA,2008,360000.0,509481.0
fe8abc41cfe9cb4ada94f6b62c3e422b,2009-0056-USA,nat-met-ext-col,"Texas, Pennsylvania, Oklahoma, Kentucky, Missouri, Arkansas, District of Columbia provinces",USA,2009,1100000.0,1562303.0
c5a4bca02c92592fc0c02d074c937d17,2009-0106-USA,nat-hyd-flo-riv,"North Dakota, Minnesota provinces",USA,2009,166000.0,235766.0
0762f4addf3b5b4627d4f1c1426d48db,2009-0140-USA,nat-met-sto-tor,"Texas, Oklahoma, Arkansas, Alabama, Georgia, Kentucky, Louisiana, Missouri, South Carolina, Tennessee provinces",USA,2009,1700000.0,2414469.0
7e6d54461d7fd7cd60f5a4386c30eeed,2009-0178-USA,nat-cli-wil-lan,Santa Barbara district (California province),USA,2009,100000.0,142028.0
785d26663e6f3677905be252c4dc5390,2009-0184-USA,nat-hyd-flo-riv,"Virginia, Kentucky provinces",USA,2009,,
98a0b595f87835e888a214c98e841091,2009-0189-CAN,nat-hyd-flo-riv,New Brunswick / Nouveau-Brunswick province,CAN,2009,,
5e763eacd92e29effdc51d2a2ea03d53,2009-0190-USA,nat-hyd-flo-riv,Florida province,USA,2009,,
735f71b8f457fe01ad1bb62a3f09b77b,2009-0244-USA,nat-met-sto-sev,"Dallas, Tarrant, Harris, Galveston, Swisher districts (Texas province)",USA,2009,240000.0,340866.0
edf3428d95b1d90d43a3b8552ba14fae,2009-0287-USA,nat-met-sto-tor,"Ohio, Oklahoma, Kentucky, Texas, Tennessee, Pennsylvania, West Virginia, Maryland, Washington provinces",USA,2009,2500000.0,3550689.0
5f680a4f6b9a795f4c810417cefbebfd,2009-0342-CAN,nat-met-sto-tro,"Nova Scotia, Newfoundland and Labrador provinces",CAN,2009,,
3fcccbd417160ebb6f538e92ab1cc679,2009-0342-USA,nat-met-sto-tro,Maine province,USA,2009,,
caabe23780e8300c630320c28da45aab,2009-0349-USA,nat-cli-wil-lan,"Los Angeles, Monterey districts (California province)",USA,2009,,
549c711471baf3147c39c4bff158a967,2009-0405-USA,nat-hyd-flo-riv,"Douglas, Floyd, Carroll, Fulton, DeKalb, Cobb, Clayton, Gwinnett districts (Georgia province), Alabama, North Carolina,Tennessee provinces",USA,2009,500000.0,710138.0
380648fd208c4a48e515ed679bac1904,2009-0477-USA,nat-met-sto-tro,"Kent, Sussex districts (Delaware province), Atlantic, Burlington, Cape May, Cumberland, Monmouth, Ocean districts (New Jersey province), Virginia, New York, North Carolina, Pennsylvannia provinces",USA,2009,600000.0,852165.0
d2b00f2940c8b1ac6962d06cf3d3ee80,2009-0599-USA,nat-met-sto-bli,"Alabama, North Carolina, South Dakota, Pennsylvania, Texas, Oklahoma provinces",USA,2009,,
